R1t0	R1t0.5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R3t0	R3t0.5	R3t1	R3t2	R3t8	R3t16	R3t24	R3t30	LFQ.intensity.1_0h_RS1	LFQ.intensity.2_05h_RS1	LFQ.intensity.3_1h_RS1	LFQ.intensity.4_2h_RS1	LFQ.intensity.5_8h_RS1	LFQ.intensity.6_16h_RS1	LFQ.intensity.7_24h_RS1	LFQ.intensity.8_30h_RS1	LFQ.intensity.1_0h_RS3	LFQ.intensity.2_05h_RS3	LFQ.intensity.3_1h_RS3	LFQ.intensity.4_2h_RS3	LFQ.intensity.5_8h_RS3	LFQ.intensity.6_16h_RS3	LFQ.intensity.7_24h_RS3	LFQ.intensity.8_30h_RS3	R0	R1	R2	R3	R4	R5	R6	signedCPS1	signedCPS2	signedCPS3	signedCPS4	signedCPS5	signedCPS6	FDR1	FDR2	FDR3	FDR4	FDR5	FDR6
ENSG00000166595	12.0636	11.9905	11.9167	11.7645	12.0187	12.1345	12.0456	11.9574	12.043	11.9826	11.9226	11.8033	12.305	12.2283	12.0632	11.9328	21.19	20.7772	21.3903	21.1536	19.9745	20.6052	19.0871	19.151	21.8236	20.7447	20.9771	21.0035	20.3293	18.3551	19.9713	20.1974	0.494692099	0.646049553	0.629230152	0.2784468115	0.2314227552	0.2355563348	0.257261369	0.503	-0.394	-0.85	-0.277	0.16	0.222	0.299041940789	0.413975648978	0.0788126272912	0.529289123679	0.606494902767	0.570343753161
ENSG00000166598	10.3223	10.7221	11.122	11.9275	12.6479	13.4902	13.4642	13.3491	10.6457	10.8736	11.1017	11.5631	13.7652	13.2027	12.9517	12.7971	26.897	27.243	27.3999	27.2499	27.2874	27.8	29.1704	29.1718	27.0418	27.0656	27.0467	27.0889	27.9022	27.9943	28.9167	29.1518	0.817660205	0.808940467	0.784647063	0.77564874	0.509130242	0.835097573	0.821577491	-0.266	-0.272	-0.295	-0.744	0.803	-0.255	0.53812719715	0.533850552386	0.514758717811	0.136064159292	0.104572065379	0.546146750285
ENSG00000166741	13.8742	13.867	13.8606	13.8504	14.1307	14.0969	14.1626	14.2209	14.071	14.0907	14.1106	14.1526	14.1486	14.1943	14.4112	14.5925	21.3296	22.2037	21.5848	21.8516	21.3123	20.8474	20.5934	19.4935	23.0283	22.1835	22.4099	22.4682	20.9627	21.5483	21.0728	21.4612	0.64609036	0.617574971	0.627216799	0.31031523	0.3105341	0.274317782	0.249306625	-0.33	0.355	-0.865	0.242	-0.289	-0.267	0.483293828336	0.45810755814	0.0718299319728	0.556067483997	0.52001409002	0.537383762518
ENSG00000166747	10.1273	10.1171	10.1077	10.0935	10.0399	10.3663	10.3543	10.3344	10.1855	10.2118	10.2381	10.2919	10.1836	10.2664	10.1953	10.1269	18.0821	18.431	17.686	17.0715	17.8212	19.3808	19.1615	18.5051	20.4091	19.8891	20.0272	20.32	19.2711	20.4208	19.3806	18.3276	0.457073621	0.408108787	0.399582724	0.436222623	0.809607117	0.457207404	0.2812219009	-0.332	-0.23	0.282	0.871	-0.772	-0.551	0.481392530854	0.564983179317	0.525640993159	0.0690308788599	0.120185750636	0.259077777778
ENSG00000166794	12.8548	12.8561	12.8583	12.8637	13.2289	14.0307	14.0437	13.9652	12.4944	12.5476	12.6012	12.7102	14.7439	14.4559	14.0035	13.6764	25.9701	26.3704	26.2223	26.3219	26.3762	26.1262	27.1659	27.1531	26.0032	25.9815	25.8964	26.1019	26.626	26.4727	26.871	26.847	0.594517542	0.58158276	0.612387424	0.701373787	0.279167744	0.458300479	0.460644752	-0.215	0.294	0.422	-0.999	0.865	0.207	0.575196382684	0.515495791583	0.382117790414	0.0	0.0718299319728	0.580478457831
ENSG00000166796	8.54624	8.3398	8.13167	7.70868	7.06692	8.14093	7.59531	7.29068	8.43339	8.33419	8.23498	8.03657	8.4409	8.1978	8.02385	7.90325	29.4432	29.4636	29.3319	29.3992	29.0814	29.1022	29.0957	28.4953	29.5326	29.3937	29.7263	29.4864	29.2126	29.1376	28.9108	29.0871	0.469195018	0.478602516	0.478059372	0.470389639	0.463588213	0.43329803	0.423333885	0.165	-0.118	-0.161	-0.187	-0.33	-0.199	0.60418265986	0.622950120096	0.606055875032	0.592700300519	0.483293828336	0.585836168813
ENSG00000166913	13.9737	13.9737	13.9737	13.9737	13.4464	13.5217	13.6159	13.6886	13.8968	13.9343	13.9716	14.0467	13.5603	13.7325	13.7299	13.756	26.1422	26.0957	26.3425	26.214	26.2151	26.1674	25.9744	24.9899	26.1427	25.6786	26.1906	26.0452	25.957	25.6374	25.52	25.9736	0.461547397	0.497076853	0.474117076	0.465209657	0.458976352	0.442132593	0.415504468	0.278	-0.208	-0.166	-0.162	-0.215	-0.256	0.528591941118	0.579741947964	0.603404497309	0.605696982722	0.575196382684	0.545331234257
ENSG00000166986	12.0354	11.7085	11.3805	10.7183	12.6719	12.0218	11.5031	11.1346	12.0006	11.6643	11.3279	10.6547	11.2414	11.3515	11.141	11.028	24.2285	24.143	24.0567	24.0254	23.5374	23.1733	23.8877	23.0189	24.492	24.1615	24.3224	24.1901	23.9299	23.7055	24.0958	24.3771	0.412060128	0.461523098	0.488142433	0.501041048	0.231301635	0.453557137	0.429891195	0.359	0.271	0.299	-0.963	0.919	-0.257	0.454558148148	0.534461454677	0.511350675952	0.0182596153846	0.0424303278689	0.544672716829
ENSG00000167004	7.74387	7.92844	8.11338	8.48655	8.67318	8.8952	8.9379	8.95073	7.59973	7.83987	8.07941	8.55907	9.35239	9.05896	8.99075	8.95988	27.3938	27.378	27.5731	27.4993	27.4363	27.5458	28.3927	28.359	27.3243	27.2252	27.1402	27.2968	27.5777	27.5005	27.8824	28.1731	0.672282446	0.660266484	0.638581874	0.587618027	0.499007654	0.715810896	0.709258484	-0.261	-0.251	-0.384	-0.476	0.772	-0.292	0.541656479645	0.549578280847	0.42561832721	0.32314863388	0.120185750636	0.517464894883
ENSG00000167085	12.3248	12.2343	12.1434	11.961	10.766	11.3177	11.8766	12.2957	12.6541	12.4085	12.1624	11.6678	11.5763	11.9472	12.0633	12.2202	26.1353	26.1385	26.3476	26.2485	26.3311	26.1555	26.424	26.6058	25.6601	25.645	25.4885	25.6886	26.32	26.1746	26.0706	25.7497	0.401057219	0.418755011	0.512971711	0.719672552	0.68213967	0.665170631	0.620910992	0.229	0.483	0.747	-0.32	-0.245	-0.315	0.565556326362	0.316854887218	0.133533333333	0.492963096852	0.553808097433	0.497629939768
ENSG00000167088	13.7995	13.7319	13.6644	13.5296	13.0176	13.1973	13.4472	13.6439	13.7076	13.7037	13.7001	13.6957	12.7349	13.0883	13.4475	13.7165	23.8389	23.8631	24.1822	24.0748	24.1127	23.8169	23.6629	23.5114	24.1868	23.9781	23.8859	24.1379	23.9842	23.8969	23.9516	23.1083	0.510762843	0.534683692	0.542712927	0.546641414	0.556979384	0.555868662	0.353483899	0.234	0.164	0.143	0.178	-0.234	-0.885	0.562210819914	0.604740526543	0.614188671421	0.597965584704	0.562210819914	0.0608653846154
ENSG00000167110	6.99642	6.88266	6.76892	6.54165	6.74456	7.07633	7.04125	6.98465	7.40491	7.30211	7.19921	6.99225	7.25768	6.96472	6.81304	6.71485	21.732	21.2368	22.2899	21.6718	22.0908	21.6163	21.6233	21.0913	21.7027	21.2724	21.6082	20.2643	19.091	20.6288	20.7586	19.5969	0.496926613	0.596367547	0.400923882	0.418116934	0.491530631	0.471274249	0.3295874007	0.436	-0.584	0.286	0.36	-0.311	-0.565	0.364558910598	0.235350373349	0.522486155827	0.453868773234	0.501435583705	0.250084260731
ENSG00000167193	8.60289	8.63731	8.67262	8.74766	8.7934	8.94613	8.73763	8.63316	8.73808	8.55419	8.37025	8.00194	8.63514	8.58783	8.45608	8.34947	21.3586	21.4647	21.3672	21.7714	21.3257	20.4018	20.9428	20.8325	22.2664	21.6606	22.293	22.0168	21.4235	20.9219	21.1133	21.8914	0.510700542	0.59053914	0.606981143	0.380203389	0.265718378	0.364526275	0.498916463	0.386	0.351	-0.714	-0.491	0.53	0.549	0.42347147541	0.462714640199	0.152651162791	0.309758083366	0.274457808858	0.260225903614
ENSG00000167216	5.92342	5.98251	6.04277	6.16871	5.63396	6.0716	6.34022	6.52606	6.12237	6.22457	6.32671	6.53023	5.98685	6.22337	6.49529	6.70236	23.0883	23.1343	23.114	23.3705	22.7872	23.2285	23.4913	22.6297	22.9966	22.8197	22.8482	22.7554	23.1702	23.0385	22.6096	21.9553	0.521873242	0.521092096	0.523012233	0.521122523	0.546085486	0.532312865	0.226638675	-0.17	0.189	-0.147	0.223	-0.227	-0.971	0.601728791324	0.591558769681	0.612462579352	0.569609441624	0.566912363711	0.0141125
ENSG00000167258	7.29424	7.31057	7.32743	7.36269	7.08704	7.23659	7.26155	7.298	7.29712	7.23049	7.1636	7.02883	7.06766	7.10656	7.12707	7.1337	25.0029	24.8753	25.0592	25.0639	24.56	24.6172	24.0604	24.3934	25.1008	24.8579	25.064	25.0894	24.7895	24.6948	24.6363	24.5268	0.515558668	0.560483419	0.541987351	0.439123762	0.429366331	0.414620807	0.419336334	0.301	-0.273	-0.688	-0.198	-0.206	0.143	0.509718044077	0.532836953869	0.166871503497	0.586682239491	0.581131930431	0.614188671421
ENSG00000167283	15.4824	15.5072	15.5324	15.5853	15.2484	15.3746	15.4846	15.5653	15.601	15.6396	15.6787	15.7594	15.2677	15.3926	15.4444	15.4752	24.0933	24.3695	24.5976	24.2474	24.1582	24.1561	24.2643	24.5309	23.4145	23.1105	23.1725	23.3213	23.6391	23.4879	23.6665	23.3889	0.494033089	0.49822086	0.499854358	0.509057332	0.531039829	0.559305072	0.561161129	0.144	0.125	0.181	0.282	0.302	0.206	0.613807043774	0.621121361181	0.596155549579	0.525640993159	0.508858309119	0.581131930431
ENSG00000167315	11.6358	11.6096	11.5841	11.5373	11.3107	11.751	12.0578	12.272	11.9011	11.7782	11.655	11.4078	11.663	11.7396	11.9322	12.0645	22.8135	23.068	22.7876	23.4589	23.0956	23.0812	23.1263	23.7376	22.4736	22.6267	22.8586	22.324	22.8695	22.3671	22.7311	22.4719	0.533861969	0.533412056	0.538402558	0.541623207	0.53325547	0.536641618	0.541775629	-0.171	0.131	0.116	-0.149	0.14	0.172	0.601230782715	0.618984222511	0.623551561626	0.611540499748	0.615515588915	0.600692848357
ENSG00000167325	14.17	14.1898	14.2102	14.2546	14.4459	13.7676	13.7698	13.8025	14.2214	14.248	14.2745	14.3282	13.4474	13.4464	13.9114	14.0857	25.5335	25.6784	25.6398	25.7617	25.2051	25.0027	24.8277	23.21	26.2805	25.6328	26.0748	26.0232	24.9122	25.1204	24.7879	24.7997	0.571470946	0.608046621	0.556819828	0.377130828	0.390189875	0.376105532	0.2679973664	0.341	-0.394	-0.688	0.261	-0.303	-0.555	0.472798052711	0.413975648978	0.166871503497	0.541656479645	0.507995273839	0.256588024565
ENSG00000167397	7.74629	7.62909	7.51202	7.27952	7.61719	7.7296	7.77977	7.80581	7.81534	7.66308	7.51083	7.2061	8.37745	8.21013	8.00886	7.85277	19.5781	19.847	19.7203	18.9444	19.0833	18.0361	20.019	19.994	19.0106	19.4425	19.3445	18.888	18.7351	19.1083	19.25	19.237	0.617690876	0.508914328	0.399616099	0.397385719	0.315653678	0.63119219	0.590194395	-0.472	-0.479	-0.289	-0.455	0.867	-0.395	0.327336782019	0.320504983389	0.52001409002	0.345463668948	0.071123853211	0.412694495837
ENSG00000167460	12.9748	12.995	13.0152	13.0555	13.1271	13.1699	12.6878	12.3988	13.1329	13.1871	13.2412	13.3494	13.1673	12.9442	12.6138	12.4064	27.2127	26.9862	27.0814	26.8917	26.9524	26.525	26.5415	25.4495	27.5834	27.0866	27.3715	27.319	26.8875	26.632	26.3679	26.2346	0.505680611	0.527695524	0.506961962	0.431120434	0.352107084	0.334069649	0.311239247	0.263	-0.252	-0.448	-0.517	-0.225	-0.239	0.540346054486	0.548819327258	0.352416614223	0.286625492773	0.568262620069	0.558116099237
ENSG00000167461	11.995	11.9469	11.8993	11.8067	11.3233	11.3958	11.5572	11.6862	12.0977	12.0134	11.9292	11.7613	11.4989	11.55	11.6036	11.6443	21.8356	22.2957	22.0877	22.159	21.7084	21.5972	21.2239	21.957	21.063	20.6181	20.6371	21.2245	21.6419	20.6681	21.0703	20.8886	0.455413158	0.466222345	0.500283568	0.487386154	0.47540801	0.493887335	0.548672745	0.222	0.253	-0.174	-0.177	0.215	0.359	0.570343753161	0.548215526969	0.59973689783	0.598343483665	0.575196382684	0.454558148148
ENSG00000167552	13.6905	13.7369	13.7832	13.8785	13.2211	12.9925	13.0815	13.1511	14.4127	14.1357	13.8571	13.2903	13.2519	13.1508	13.3463	13.5226	18.5875	21.3423	19.9522	19.1449	19.6526	20.1006	19.3367	20.1076	21.4738	21.2887	20.8461	20.8043	19.3814	19.5718	19.5993	19.9347	0.749226407	0.372292123	0.3281964659	0.348223241	0.447066214	0.477723508	0.593304364	-0.822	-0.308	0.278	0.463	0.354	0.478	0.092857385399	0.504085438547	0.528591941118	0.33627465029	0.459422514884	0.321315808824
ENSG00000167553	15.9681	15.9053	15.8428	15.7186	14.6969	15.0353	15.2969	15.4903	15.9259	15.8427	15.7591	15.592	15.6917	15.5484	15.4931	15.4643	24.6427	24.414	24.3786	24.5295	24.4762	24.3111	24.2896	23.3665	25.0159	25.1773	25.1055	25.1328	24.965	24.9698	25.2677	24.8458	0.452514774	0.459889283	0.475186907	0.488063189	0.522925108	0.586822124	0.337804861	0.181	0.206	0.199	0.313	0.397	-0.849	0.596155549579	0.581131930431	0.585836168813	0.499596016863	0.409964344358	0.0792449392713
ENSG00000167658	14.2695	14.2498	14.23	14.1918	14.3183	14.3865	14.5002	14.5864	14.6386	14.4874	14.3355	14.0281	14.535	14.5223	14.635	14.7346	28.4858	28.536	28.4739	28.531	28.3797	28.3634	28.1964	27.6409	28.8539	28.4701	28.7814	28.6749	28.3507	28.3249	28.1894	28.26	0.528410864	0.546555324	0.54120322	0.517406453	0.480779732	0.390774693	0.350661451	0.205	-0.157	-0.244	-0.344	-0.584	-0.306	0.581946970422	0.608269341949	0.554555859204	0.469942379816	0.235350373349	0.50543976328
ENSG00000167693	7.74774	7.83495	7.92247	8.10007	8.12374	8.12228	7.5047	7.27311	8.25671	8.13071	8.00398	7.74777	6.76548	7.16563	7.33227	7.4467	19.4741	19.9984	19.1947	19.0781	19.6162	18.9827	19.0762	19.4448	20.2288	19.3427	19.7462	19.9059	19.2816	19.0596	18.3985	18.8901	0.456861526	0.449438005	0.448490198	0.445836653	0.427934617	0.422087266	0.550935041	-0.214	-0.166	-0.164	-0.201	-0.206	0.5	0.575878435622	0.603404497309	0.604740526543	0.584542789598	0.581131930431	0.301066748067
ENSG00000167711	4.91968	4.85586	4.79248	4.66546	4.51063	4.78231	4.80402	4.79386	4.80138	4.79489	4.78827	4.77615	4.72129	4.76208	4.69034	4.62213	24.2785	23.3416	23.5134	22.9125	24.1095	26.2679	23.8336	26.8546	21.9254	23.1667	22.5281	22.2008	24.5671	24.8848	24.7396	25.2734	0.3345391875	0.2921222989	0.3150537286	0.888530458	0.909265061	0.898902875	0.892551996	-0.33	0.303	0.948	0.214	-0.18	-0.2	0.483293828336	0.507995273839	0.0255103448276	0.575878435622	0.596932011078	0.585129290834
ENSG00000167721	11.9956	11.9979	12.0002	12.0049	11.9327	11.9326	12.2393	12.3544	12.1368	12.1237	12.1104	12.0838	11.8791	12.0987	12.2196	12.3105	16.6881	20.8498	19.8048	19.2034	18.3072	21.8407	18.8999	22.876	21.3305	20.9241	20.9056	20.6558	20.1012	19.9976	21.2855	20.763	0.644298302	0.553735768	0.4736676485	0.4868720169	0.688043636	0.716932712	0.752246061	-0.445	-0.432	0.428	0.586	0.367	0.362	0.355032298137	0.3698870317	0.374658509142	0.233688115942	0.446549303944	0.451926934636
ENSG00000167768	4.47251	4.44152	4.41054	4.34857	4.22522	4.3434	4.42324	4.47873	4.31997	4.31275	4.30683	4.30356	4.57352	4.39451	4.12861	3.92355	25.5974	25.3023	25.095	25.0038	25.504	26.9151	26.9955	28.0457	24.9026	26.1606	25.6294	25.1626	28.0138	27.7917	28.4768	28.4034	0.349950024	0.296644732	0.293304012	0.952675558	0.958960628	0.958300347	0.947688987	-0.332	-0.232	0.998	0.113	-0.109	-0.117	0.481392530854	0.56357783586	0.0002	0.624508714684	0.625555449861	0.623198768197
ENSG00000167770	11.1757	11.0859	10.9956	10.8133	11.1291	11.1334	11.047	10.9726	11.3326	11.1742	11.0164	10.7019	11.453	11.3004	11.2275	11.1855	24.11	24.0762	24.2298	23.9637	23.6353	23.945	23.7232	23.0322	24.4365	24.0848	24.0791	23.9148	23.4892	23.7959	23.5107	24.0649	0.48553133	0.493318553	0.466890518	0.445370401	0.437125195	0.40683951	0.397214026	0.209	-0.258	-0.26	-0.207	-0.303	-0.196	0.579044929646	0.543876124567	0.542161605585	0.580478457831	0.507995273839	0.587807115582
ENSG00000167815	11.4436	11.3526	11.2606	11.072	10.8291	11.059	11.2543	11.3989	11.4078	11.2856	11.1636	10.92	11.351	11.3885	11.421	11.4445	25.7638	25.4859	25.5875	25.5822	25.2744	25.4942	25.5727	25.1902	25.8438	25.6504	25.8842	25.606	25.6014	25.4396	25.5969	25.7227	0.490362521	0.510937743	0.509578888	0.510439454	0.51082198	0.51106949	0.500067802	0.213	-0.108	0.11	0.087	0.093	-0.159	0.576703169463	0.62580771363	0.625219620605	0.628443564201	0.627823913214	0.607153169315
ENSG00000167862	13.4924	13.4689	13.446	13.4033	14.0298	13.8841	13.7605	13.6704	13.6154	13.6076	13.5996	13.584	13.7416	13.8237	13.7316	13.6407	20.5087	18.5637	20.0465	20.5216	19.5459	19.7372	18.519	19.0516	19.655	19.0113	19.5104	19.649	20.3568	19.3764	18.4586	19.5575	0.2573996507	0.736738904	0.737703588	0.618350876	0.340659046	0.2398681032	0.451256127	0.916	0.349	-0.486	-0.687	-0.422	0.61	0.0439842519685	0.464745792426	0.314138338415	0.168129116118	0.382117790414	0.217253978358
ENSG00000167863	15.1752	15.1406	15.1062	15.0378	14.7503	14.9132	15.0853	15.2141	15.1122	15.1136	15.1151	15.1179	14.9834	14.9938	15.0371	15.0726	24.3735	24.672	24.4879	24.7078	24.763	24.6014	24.6273	24.9083	24.0044	24.3566	24.0087	24.3718	24.8052	24.3716	24.7481	24.2181	0.523001601	0.490346501	0.541466773	0.559466315	0.549262214	0.55513093	0.543164936	-0.255	0.368	0.237	-0.168	0.164	-0.183	0.546146750285	0.445140268849	0.55989162142	0.60256596375	0.604740526543	0.59491886044
ENSG00000167978	13.9177	13.9126	13.9078	13.9	14.1967	14.222	14.1707	14.1403	13.5543	13.5479	13.5414	13.5286	14.2125	14.0329	13.8533	13.7187	23.6891	23.8114	23.7296	23.821	23.063	23.2405	23.2621	23.0182	23.9995	23.7452	23.8592	23.6506	23.7181	23.4042	23.4068	22.9195	0.567704436	0.566256701	0.554784587	0.404700186	0.344447539	0.337811913	0.320262585	-0.197	-0.237	-0.714	-0.408	-0.143	-0.231	0.587405523934	0.55989162142	0.152651162791	0.397076479438	0.614188671421	0.564068210263
ENSG00000167986	12.1808	12.1847	12.1888	12.1977	11.9861	12.0296	12.1963	12.2828	12.0827	12.0457	12.0076	11.9246	12.4609	12.2224	12.2504	12.2987	24.3606	24.072	23.9947	23.9937	23.6625	23.6103	24.0125	22.707	24.2449	24.0777	24.0566	24.0712	23.7954	23.6318	23.7243	23.6898	0.491052818	0.49130632	0.480656698	0.451801907	0.441908024	0.459840137	0.283585695	0.209	-0.224	-0.265	-0.207	0.239	-0.817	0.579044929646	0.568873458991	0.538914951502	0.580478457831	0.558116099237	0.0961405228758
ENSG00000167996	17.4691	17.4441	17.4192	17.3689	17.7172	17.8126	17.8207	17.8242	17.696	17.6442	17.5926	17.4893	17.7868	17.7292	17.7672	17.8058	22.9286	23.1537	22.4245	22.9415	22.6709	23.2206	24.539	23.9498	23.8136	23.2362	23.3672	23.3927	23.7592	24.3785	24.8426	25.1688	0.423660934	0.420526789	0.471638135	0.552788657	0.875557528	0.90607214	0.874086407	-0.224	0.335	0.388	0.835	0.261	-0.25	0.568873458991	0.478597949886	0.420832003546	0.0863057090239	0.541656479645	0.550135449262
ENSG00000168028	8.55069	8.44303	8.3363	8.12527	7.28198	8.31769	8.60586	8.79161	8.52658	8.68997	8.85383	9.18318	8.55124	8.54396	8.67105	8.7744	27.232	27.0585	27.1132	27.2089	27.0234	27.0704	27.0252	26.6251	27.5001	27.3759	27.4477	27.3954	27.1426	26.8173	27.1097	27.1498	0.500806745	0.502277138	0.497295291	0.488516689	0.488647835	0.48594585	0.441841411	0.147	-0.142	-0.151	0.117	-0.127	-0.387	0.612462579352	0.614610812153	0.610839962997	0.623198768197	0.620427427832	0.422136473696
ENSG00000168036	12.8248	12.7622	12.699	12.5702	13.0219	12.4733	12.2941	12.1864	12.6656	12.6865	12.7076	12.7491	11.9162	12.076	12.2171	12.3198	22.8511	22.6904	22.2049	21.9517	22.1512	21.6306	21.2005	20.6758	22.7373	22.7171	22.3323	22.3343	22.1627	20.3829	20.6466	19.8376	0.49617477	0.441708831	0.439641664	0.426138711	0.2055547918	0.210538598	0.191854241	-0.328	-0.198	-0.266	-0.919	0.181	-0.212	0.485464952172	0.586682239491	0.53812719715	0.0424303278689	0.596155549579	0.577320418746
ENSG00000168066	9.65215	9.57764	9.50384	9.3577	8.68492	9.47424	9.8728	10.1298	9.32169	9.29761	9.27378	9.2281	9.61642	9.52606	9.62636	9.69704	21.7748	22.9402	23.0305	22.7069	22.6198	22.1789	21.8721	21.6142	23.7416	23.4689	23.4028	22.8764	23.0206	22.568	23.1966	21.5866	0.694170802	0.603754265	0.505611426	0.495762715	0.451093886	0.446703404	0.1740753036	-0.453	-0.461	-0.278	-0.326	-0.274	-0.911	0.347273167582	0.338380148548	0.528591941118	0.487380723266	0.531984555038	0.0464518518519
ENSG00000168090	13.8371	13.8614	13.8852	13.9305	13.7673	13.89	14.0009	14.0821	14.0435	13.9546	13.8658	13.6892	14.0618	14.0242	14.0293	14.0375	21.6782	22.7382	22.8515	23.0067	21.9905	22.2858	21.9738	19.6207	22.6477	22.2089	22.4435	22.4318	22.2009	21.7588	21.9217	21.9464	0.691491407	0.672101372	0.610228027	0.464324787	0.449166532	0.416484903	0.1771959108	-0.341	-0.417	-0.546	-0.322	-0.365	-0.804	0.472798052711	0.388295120672	0.2626013882	0.491384778976	0.448657426878	0.103749625187
ENSG00000168092	9.91485	9.95545	9.99693	10.0848	9.6033	9.73632	9.83395	9.9048	10.1632	10.0586	9.95363	9.74432	9.95202	9.77755	9.74105	9.71928	22.8912	23.8455	23.6976	23.7839	23.3931	22.822	22.8123	20.6681	24.2674	23.9645	24.1918	24.3539	22.0611	22.9776	22.6594	22.7804	0.690569337	0.672319723	0.575693071	0.3089748194	0.360259445	0.3322421	0.2161259868	-0.379	-0.451	-0.746	0.353	-0.331	-0.523	0.431697153621	0.349384984026	0.134470852018	0.460526721664	0.482077930374	0.281152702703
ENSG00000168140	13.1414	13.0475	12.9536	12.7658	12.2274	12.2279	12.6157	12.7611	13.1861	13.1309	13.0756	12.9646	13.333	13.0305	12.813	12.6405	18.5374	19.8672	18.3448	17.0191	19.7879	18.6569	17.2898	18.2194	21.7413	18.3877	19.405	20.3168	19.3379	18.4132	19.4106	20.0372	0.4062141463	0.4285943866	0.4696641593	0.530249009	0.461766837	0.4958015747	0.599721563	0.357	0.367	0.369	-0.39	0.365	0.44	0.456374656153	0.446549303944	0.443900960973	0.418791666667	0.448657426878	0.360693329309
ENSG00000168148	15.9441	15.8857	15.8273	15.7101	15.6044	15.4902	15.381	15.3004	16.2052	16.0076	15.8099	15.4145	15.3725	15.565	15.712	15.818	28.1756	28.8638	28.9797	28.8875	29.124	28.8499	29.0914	28.9033	28.4667	28.494	28.8282	29.3709	29.1903	29.0661	29.1493	28.7567	0.44399637	0.505097184	0.556716307	0.561202047	0.555629965	0.558785026	0.523673772	0.434	0.397	0.216	-0.156	0.171	-0.287	0.367187846918	0.409964344358	0.574450803412	0.608826802375	0.601230782715	0.521673047077
ENSG00000168175	11.9694	12.0077	12.0462	12.1253	12.126	11.9546	11.8932	11.8558	11.9132	11.8963	11.8799	11.8497	11.2727	11.4171	11.6513	11.8375	21.9343	21.3385	21.4244	21.5378	21.251	18.4388	20.819	22.5614	22.0388	21.4547	21.9164	21.6087	21.221	21.1667	21.1421	21.345	0.480081672	0.540095321	0.523938446	0.421861046	0.1766182095	0.745755451	0.79653949	0.397	-0.354	-0.44	-0.732	0.952	0.348	0.409964344358	0.459422514884	0.360693329309	0.142996865204	0.0235447761194	0.466010621626
ENSG00000168242	12.1636	11.9757	11.7867	11.4012	11.974	11.9704	11.6279	11.3322	12.0036	11.94	11.8774	11.7514	12.3798	12.0251	11.8517	11.7218	28.7894	28.083	29.2318	29.0908	29.0344	28.955	29.492	29.2873	28.6721	28.9015	29.1403	29.2418	29.9439	29.7345	29.9792	29.6431	0.281739313	0.572712655	0.570789124	0.587409219	0.56493272	0.587919575	0.571343951	0.953	-0.239	0.18	-0.222	0.177	-0.249	0.0230076335878	0.558116099237	0.596932011078	0.570343753161	0.598343483665	0.551091313536
ENSG00000168259	11.2704	11.2883	11.3061	11.3426	11.1719	11.1219	11.1115	11.11	11.3514	11.2817	11.2118	11.072	11.333	11.337	11.2174	11.1148	20.8463	20.1757	20.4847	19.6527	19.8708	19.9266	19.6608	19.8821	20.8144	19.6518	20.273	20.7584	19.0509	19.3681	19.4033	19.1563	0.436063946	0.619173293	0.507336436	0.434532163	0.454871481	0.455678074	0.470289157	0.546	-0.477	-0.362	0.231	0.197	0.22	0.2626013882	0.322124130355	0.451926934636	0.564068210263	0.587405523934	0.571724148327
ENSG00000168264	8.37597	8.48187	8.58807	8.79938	9.13209	8.90332	8.64579	8.43459	8.26299	8.39211	8.52086	8.77772	8.77137	8.45736	8.35598	8.26283	19.0247	20.2383	18.9086	19.3749	18.7498	16.9308	18.3064	17.9171	20.9686	21.0373	20.0058	19.9675	18.4019	19.7738	19.6477	17.9048	0.703548679	0.4813845947	0.454086158	0.2516346183	0.2423330086	0.289476112	0.2307290321	-0.617	-0.442	-0.642	-0.269	0.274	-0.311	0.212395546824	0.358945797808	0.196078757225	0.535797836538	0.531984555038	0.501435583705
