R1t0	R1t0.5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R3t0	R3t0.5	R3t1	R3t2	R3t8	R3t16	R3t24	R3t30	LFQ.intensity.1_0h_RS1	LFQ.intensity.2_05h_RS1	LFQ.intensity.3_1h_RS1	LFQ.intensity.4_2h_RS1	LFQ.intensity.5_8h_RS1	LFQ.intensity.6_16h_RS1	LFQ.intensity.7_24h_RS1	LFQ.intensity.8_30h_RS1	LFQ.intensity.1_0h_RS3	LFQ.intensity.2_05h_RS3	LFQ.intensity.3_1h_RS3	LFQ.intensity.4_2h_RS3	LFQ.intensity.5_8h_RS3	LFQ.intensity.6_16h_RS3	LFQ.intensity.7_24h_RS3	LFQ.intensity.8_30h_RS3	R0	R1	R2	R3	R4	R5	R6	signedCPS1	signedCPS2	signedCPS3	signedCPS4	signedCPS5	signedCPS6	FDR1	FDR2	FDR3	FDR4	FDR5	FDR6
ENSG00000147383	12.3456	12.6457	12.9476	13.5619	13.4051	12.9868	12.7368	12.5636	12.5899	12.7792	12.9688	13.3526	12.7194	13.1701	12.8098	12.4528	21.3012	21.2702	21.583	21.3966	21.544	21.6146	21.1833	21.9782	20.8852	20.7683	20.0033	20.7323	21.8848	21.554	21.3206	20.401	0.499849295	0.485906891	0.500422074	0.52826634	0.493697798	0.474894979	0.482561652	-0.239	0.18	0.222	-0.252	-0.211	0.235	0.558116099237	0.596932011078	0.570343753161	0.548819327258	0.578018917601	0.561546990496
ENSG00000147403	16.2666	16.2097	16.1528	16.0391	16.3261	16.3941	16.438	16.4678	16.276	16.2204	16.165	16.0544	16.4485	16.492	16.5043	16.5105	24.3953	25.2619	25.0779	25.3565	25.0033	24.5966	24.9351	24.2269	25.5659	25.482	25.8579	25.8267	25.7886	25.6322	25.8307	25.7217	0.618271294	0.607457347	0.599174951	0.517580214	0.432572754	0.443978741	0.38549724	-0.253	-0.275	-0.481	-0.508	0.197	-0.373	0.548215526969	0.531295977365	0.318500372856	0.295034830046	0.587405523934	0.439149869242
ENSG00000147416	8.84808	8.8842	8.92019	8.99203	8.71741	8.79814	8.9203	8.99603	9.4659	9.15859	8.85129	8.23702	9.03551	8.89297	8.76168	8.66414	22.4431	21.9875	21.7412	22.284	21.5245	21.2679	21.5738	20.0057	22.5589	22.1576	22.0632	22.3972	21.3114	21.5215	21.2596	21.463	0.462891982	0.498715835	0.596484264	0.398814299	0.398074874	0.38879662	0.293046966	0.318	0.447	-0.649	-0.25	-0.279	-0.499	0.494726051925	0.353540675845	0.191491449814	0.550135449262	0.527723934837	0.302273867314
ENSG00000147475	6.96989	7.00653	7.04314	7.11634	6.94868	7.28438	7.60661	7.84694	7.14872	7.13706	7.12525	7.10015	7.63371	7.78727	7.8544	7.90467	17.9756	18.8809	19.1728	19.5292	18.0142	19.4595	20.0354	20.4231	19.1752	19.2715	18.6551	19.2271	19.6035	18.8919	19.5817	19.5271	0.535321747	0.509471953	0.525745155	0.474227479	0.528573319	0.629602498	0.640290803	-0.27	0.273	-0.285	0.314	0.458	0.362	0.535095054282	0.532836953869	0.523198742623	0.498670124178	0.341925704809	0.451926934636
ENSG00000147548	7.05414	7.15087	7.24714	7.43915	8.16905	7.73567	7.48424	7.30393	7.0406	7.0341	7.02673	7.00632	7.43556	7.4894	7.35391	7.2316	24.3884	24.0346	23.2501	23.3515	22.4717	24.6722	25.0654	23.4889	22.0101	22.4534	22.0628	22.708	24.5464	22.5171	22.6008	22.4473	0.520301261	0.480050091	0.567903863	0.606318951	0.569860598	0.541216932	0.4243614032	-0.381	0.419	0.336	-0.337	-0.379	-0.466	0.429470563321	0.38588313413	0.477840712302	0.477050861362	0.431697153621	0.333038834951
ENSG00000147604	16.1429	16.1527	16.1629	16.1875	15.6677	15.8435	16.0485	16.2022	16.244	16.186	16.1273	16.0069	16.0138	16.0362	16.1952	16.3314	27.0964	26.827	26.9174	27.0069	26.6933	26.8288	26.8657	26.5377	26.9272	26.7872	27.1603	26.9574	26.934	26.8417	26.9376	26.8312	0.495900795	0.515325852	0.512481493	0.511321813	0.516271831	0.518253236	0.491087281	0.226	-0.096	-0.094	0.112	0.132	-0.256	0.567756812129	0.627452534635	0.627583162864	0.624759163553	0.618659771987	0.545331234257
ENSG00000147649	13.1493	13.1827	13.2162	13.2837	13.6128	13.513	13.3849	13.2852	13.1486	13.1637	13.1789	13.2097	14.0213	13.7347	13.3992	13.1423	22.4681	22.385	22.4882	21.7818	20.9336	20.496	21.2461	22.3003	22.3039	22.3959	21.5444	21.7124	20.9561	21.2477	21.1691	21.9466	0.596266327	0.505015591	0.418769851	0.222158135	0.216113439	0.261010506	0.763047058	-0.427	-0.426	-0.786	-0.154	0.296	0.95	0.375981838502	0.377511228167	0.112193681319	0.60972243346	0.513917418833	0.0244316546763
ENSG00000147684	15.2187	15.1563	15.0939	14.9692	15.3198	15.3684	15.3499	15.3318	15.331	15.2956	15.2603	15.1896	15.496	15.4215	15.3409	15.2795	19.7065	20.9857	21.112	20.7487	20.0714	19.8885	21.1019	20.8131	19.2916	21.3536	19.4798	20.999	19.7094	19.0402	19.6607	18.959	0.789787451	0.678103723	0.625220903	0.385061543	0.375505971	0.504182122	0.461623114	-0.462	-0.438	-0.648	-0.326	0.478	-0.374	0.337432157395	0.362366956001	0.191846439169	0.487380723266	0.321315808824	0.438053419668
ENSG00000147813	9.35762	9.25686	9.15604	8.95377	8.98574	8.87336	8.92823	8.94636	9.3871	9.28503	9.18293	8.97789	8.9145	8.82867	8.779	8.74479	19.7145	20.471	20.2475	19.9784	19.5668	20.8214	20.013	19.0477	20.771	20.1235	20.6782	20.8403	17.7225	20.5032	19.2613	19.4911	0.508239588	0.502172265	0.445132463	0.2223335426	0.66368947	0.383681659	0.3444919909	-0.378	-0.399	-0.627	0.811	-0.672	-0.349	0.432760874089	0.407874318236	0.205534106412	0.100166926677	0.176757154538	0.464745792426
ENSG00000147883	7.16472	7.24563	7.3257	7.48477	9.71136	8.32432	7.22154	6.4216	6.72753	6.98849	7.24905	7.76838	8.12541	7.96597	7.30631	6.88312	25.4845	24.8969	25.1104	25.165	24.5124	24.5057	24.6318	24.0388	25.6065	25.0466	25.7029	25.4517	25.0804	24.9836	25.0627	25.0077	0.507178342	0.699427821	0.580137506	0.377949256	0.1303960771	0.302734656	0.325171672	0.624	-0.47	-0.705	-0.972	0.95	0.209	0.207351551957	0.329467702083	0.158133023256	0.0135714285714	0.0244316546763	0.579044929646
ENSG00000148175	12.3941	12.4926	12.5912	12.791	12.1144	11.9505	12.31	12.5137	12.6596	12.5332	12.4064	12.1527	11.7856	12.0032	12.2184	12.3805	22.3517	22.6409	22.5671	22.1483	22.1073	21.856	22.1039	22.4325	23.0652	23.1148	23.057	22.9346	22.3403	21.2867	21.5722	21.6083	0.617020403	0.527521712	0.409181645	0.372401187	0.362317985	0.427894554	0.443454292	-0.409	-0.617	-0.307	-0.175	0.46	0.23	0.395951576293	0.212395546824	0.504696845381	0.599318748343	0.339323924731	0.564983179317
ENSG00000148187	10.8616	10.9037	10.9453	11.0294	11.0346	11.0396	11.0936	11.1345	11.088	11.0525	11.0171	10.9455	11.2522	11.2838	11.2897	11.2901	18.2127	19.7432	18.0231	20.1422	20.1965	18.7595	19.5622	20.3232	21.9089	21.4532	21.1765	21.3673	21.3647	20.1694	20.763	20.0253	0.561707118	0.3863768341	0.653988598	0.589515082	0.2947818453	0.43792842	0.452845417	-0.51	0.655	-0.454	-0.7	0.546	0.345	0.29321304532	0.187920912548	0.346176298701	0.16079379562	0.2626013882	0.468831589779
ENSG00000148229	12.5053	12.4504	12.3957	12.2868	12.4684	12.3541	12.3498	12.3594	12.5714	12.5087	12.4459	12.3204	12.3967	12.3149	12.2434	12.1883	21.9688	21.5986	21.6473	21.3178	20.7911	20.0797	20.6949	19.8009	21.9391	21.0019	21.8581	21.7262	21.0503	21.1837	20.517	21.3056	0.451374739	0.639120784	0.500863664	0.366704413	0.355221168	0.359900209	0.369728209	0.573	-0.519	-0.577	-0.231	0.175	0.211	0.242929476584	0.284728881026	0.240288988262	0.564068210263	0.599318748343	0.578018917601
ENSG00000148248	11.9365	11.8029	11.6699	11.4061	11.6676	12.0256	12.146	12.2245	11.8012	11.806	11.8104	11.8191	12.7257	12.3405	12.0402	11.8233	19.6382	21.1202	21.8029	20.943	20.7774	22.8292	22.1408	21.7183	21.4358	21.3034	20.6267	21.237	21.4195	21.3173	21.4615	20.661	0.525425898	0.50650269	0.509767733	0.55276125	0.598425944	0.503636725	0.403113752	-0.29	0.253	0.311	0.341	-0.44	-0.464	0.519117577664	0.548215526969	0.501435583705	0.472798052711	0.360693329309	0.335453579993
ENSG00000148303	17.8196	17.7909	17.7623	17.7052	16.7732	17.0692	17.3894	17.6248	17.8114	17.7329	17.6542	17.4967	17.275	17.367	17.5208	17.644	26.8789	26.8615	26.9848	27.0111	26.7686	27.0595	27.1616	26.7903	26.9275	26.4012	26.7812	26.7593	26.7995	26.6755	26.7953	26.7025	0.404686624	0.487289532	0.498931907	0.520328611	0.617029988	0.613260312	0.527373725	0.542	0.202	0.271	0.54	-0.267	-0.439	0.265429408891	0.583935514462	0.534461454677	0.267298016449	0.537383762518	0.361710810811
ENSG00000148308	12.3604	12.4105	12.4607	12.5624	13.081	12.6606	12.4617	12.3321	12.6738	12.632	12.5907	12.5103	12.5813	12.6157	12.5523	12.4951	16.5744	18.6797	16.6782	16.5702	19.3991	18.1295	17.8673	17.0934	17.7171	16.6541	16.796	17.2007	19.1207	19.7755	18.5824	16.9438	0.529530491	0.4297367656	0.694094479	0.861211813	0.821171102	0.568102768	0.3314939312	-0.445	0.656	0.508	-0.313	-0.622	-0.602	0.355032298137	0.18732519084	0.295034830046	0.499596016863	0.209268845897	0.223226937269
ENSG00000148334	10.1771	10.0533	9.92871	9.67552	9.54275	9.69511	9.88226	10.0272	10.153	10.0324	9.91191	9.67051	9.97716	10.0894	10.1623	10.2107	22.0879	22.477	23.1043	22.6	22.6239	22.3111	22.399	22.7381	22.301	22.4391	22.1984	22.4445	22.7696	22.1674	22.5647	21.8231	0.543217434	0.547290228	0.540156012	0.546639166	0.515880459	0.514717964	0.48184423	0.206	-0.174	0.181	-0.253	-0.205	-0.296	0.581131930431	0.59973689783	0.596155549579	0.548215526969	0.581946970422	0.513917418833
ENSG00000148335	12.5448	12.5408	12.5372	12.5311	12.9076	12.7581	12.4842	12.3116	12.5513	12.5394	12.5278	12.5065	12.9474	12.7223	12.4705	12.2756	22.1743	21.8621	21.9883	22.1975	21.5961	21.8874	21.7635	20.8637	22.0399	21.7455	22.4123	22.0447	22.0334	21.8862	21.699	22.4044	0.480693879	0.58061342	0.510555918	0.427060269	0.406147924	0.398588701	0.405612168	0.427	-0.385	-0.524	-0.239	-0.171	0.196	0.375981838502	0.424548141708	0.280359565807	0.558116099237	0.601230782715	0.587807115582
ENSG00000148341	8.66656	8.63589	8.60711	8.5589	8.39322	8.46712	8.68976	8.8465	8.79554	8.66038	8.52506	8.25569	8.91633	8.85817	8.90705	8.95799	19.1577	19.1009	19.4942	18.6966	18.3477	18.7779	18.1659	18.9215	19.1352	18.3816	18.5241	18.3724	17.7824	18.482	17.9854	17.6795	0.495941655	0.54034836	0.451708846	0.433784622	0.468313561	0.409483767	0.42429362	0.342	-0.429	-0.245	0.244	-0.349	0.218	0.472080215706	0.373659315804	0.553808097433	0.554555859204	0.464745792426	0.573017077799
ENSG00000148377	5.02245	5.02129	5.01981	5.01241	5.86813	5.35145	4.78016	4.37653	5.06984	5.05303	5.03722	5.00967	5.32524	4.85994	4.87238	4.83136	20.7522	21.139	21.064	20.45	20.473	19.4921	20.6176	21.3628	22.4352	21.5646	21.8691	21.7226	20.0613	20.2059	20.3137	19.3332	0.595131126	0.614054628	0.500923384	0.24935865	0.2149679364	0.45753109	0.449762913	0.378	-0.485	-0.76	-0.284	0.844	-0.369	0.432760874089	0.315274346343	0.126825149701	0.524104967437	0.08183203125	0.443900960973
ENSG00000148484	7.80775	7.82412	7.84008	7.87134	7.26031	7.35435	7.50315	7.60404	8.01095	7.81041	7.60893	7.19902	7.6093	7.48143	7.60164	7.71992	22.02	22.1043	22.1008	22.1291	21.5533	21.1879	20.7457	19.7646	23.3044	22.6454	22.7806	22.6809	21.1233	21.4878	20.7195	21.001	0.526841792	0.552851987	0.528358265	0.302124131	0.307791702	0.246793852	0.2207213762	0.3	-0.335	-0.817	0.237	-0.408	-0.278	0.510548683489	0.478597949886	0.0961405228758	0.55989162142	0.397076479438	0.528591941118
ENSG00000148672	11.3637	11.3333	11.3029	11.2423	10.8306	11.4041	12.0121	12.4762	11.3034	11.2645	11.2257	11.1502	11.3531	11.055	11.0732	11.1191	24.6529	24.7824	24.8575	24.7444	24.8204	24.8055	24.7087	24.8537	24.8612	24.6667	24.6975	24.6726	24.7861	24.5095	24.8047	23.9073	0.502135006	0.503116856	0.505145703	0.509343376	0.505264775	0.500671028	0.320972156	0.144	0.12	0.121	-0.136	-0.19	-0.899	0.613807043774	0.622412949294	0.622227539141	0.617486908853	0.591158107117	0.052572815534
ENSG00000148834	13.1813	13.1273	13.0736	12.9665	12.3991	12.6109	12.8855	13.0826	12.6107	12.6975	12.7828	12.9423	12.7459	12.644	12.8895	13.1108	24.4513	24.3557	24.2928	24.4357	24.069	24.098	23.944	22.6847	24.1792	23.8544	24.1974	24.1914	23.8296	23.7706	23.6899	24.0121	0.508595437	0.517356417	0.508582387	0.482985374	0.486431716	0.458644657	0.322532602	0.216	-0.199	-0.247	0.195	-0.291	-0.671	0.574450803412	0.585836168813	0.552618101545	0.588289285382	0.518292654028	0.177740048741
ENSG00000148843	8.29044	8.24518	8.20008	8.11189	8.20197	8.10552	8.09645	8.09584	8.40458	8.34185	8.27917	8.15305	8.23934	8.24072	8.21159	8.18789	20.6912	22.1036	21.592	22.0821	22.4827	20.3176	22.0075	21.9446	21.3547	21.2146	20.2803	21.5363	21.3196	20.8213	20.9495	20.1926	0.516490893	0.422713819	0.601528278	0.561592507	0.3070898668	0.503523614	0.437667668	-0.402	0.54	-0.418	-0.635	0.59	-0.35	0.404506274131	0.267298016449	0.387067845829	0.200605059733	0.230973513832	0.463569160198
ENSG00000149084	10.8229	10.7381	10.6537	10.4854	10.5476	10.7567	10.9502	11.0984	10.7463	10.7667	10.7868	10.8271	10.7629	10.8904	10.9397	10.9697	21.0107	21.3608	21.5773	21.3789	21.2159	20.7445	20.8022	21.8456	20.3514	20.7669	20.6314	20.9136	21.2779	21.0567	20.9758	20.771	0.559062333	0.540492606	0.534592955	0.53000152	0.493411912	0.493304609	0.554162629	-0.227	-0.171	-0.184	-0.312	-0.18	0.337	0.566912363711	0.601230782715	0.594439465125	0.500463753437	0.596932011078	0.477050861362
ENSG00000149115	6.73415	6.71601	6.69784	6.66112	7.20026	6.97439	6.73808	6.55953	6.73798	6.78846	6.83826	6.93303	6.43802	6.80496	6.81646	6.78788	20.8664	20.9751	20.8326	20.8965	19.735	19.3094	20.5879	19.1206	21.1129	19.9781	20.8428	20.0098	18.8334	19.0571	19.0627	19.7307	0.536926472	0.606841778	0.433491087	0.2422649692	0.262851281	0.32220217	0.307485885	0.398	-0.578	-0.651	0.251	0.367	-0.24	0.408785933443	0.238958896396	0.189469879518	0.549578280847	0.446549303944	0.557441702586
ENSG00000149136	14.7183	14.7149	14.712	14.7094	14.8184	14.771	14.6253	14.5069	14.8235	14.7745	14.7257	14.6299	14.937	14.7627	14.5953	14.4694	24.0694	24.0166	24.4805	24.108	24.0591	23.7706	23.8792	24.0386	24.1768	24.227	23.95	24.2993	24.1298	23.631	23.7133	23.3355	0.534028146	0.54139522	0.531140423	0.473669382	0.387969716	0.410780743	0.41500807	0.181	-0.195	-0.457	-0.572	0.249	0.137	0.596155549579	0.588289285382	0.343244151565	0.243737246297	0.551091313536	0.617044180328
ENSG00000149177	4.94603	4.97818	5.01081	5.07634	4.63748	4.71423	5.05658	5.33842	4.93541	4.88382	4.8308	4.7162	4.35083	4.91831	5.25139	5.47547	18.1445	18.236	18.2358	17.299	18.4817	17.5402	17.8494	17.3755	17.9069	17.944	17.16	17.5875	16.2928	17.5621	18.3983	17.5836	0.509818866	0.437770519	0.425006422	0.444352608	0.555780935	0.623308627	0.412376911	-0.341	-0.214	0.273	0.485	0.392	-0.602	0.472798052711	0.575878435622	0.532836953869	0.315274346343	0.416162616398	0.223226937269
ENSG00000149182	12.9457	13.064	13.183	13.4245	14.2439	13.4354	13.0388	12.7873	13.1114	13.1557	13.1998	13.2874	12.9111	12.94	12.939	12.9335	17.552	19.6594	18.8378	18.1926	19.9208	17.9965	16.9208	17.9114	19.283	17.8742	19.016	19.2942	17.68	17.9026	17.6084	17.3489	0.744972195	0.740974117	0.687685113	0.593621969	0.2947615813	0.2991350562	0.426240932	-0.338	-0.383	-0.459	-0.738	0.318	0.434	0.475551935164	0.426763480129	0.340730063397	0.13986602358	0.494726051925	0.367187846918
ENSG00000149257	13.5916	13.564	13.5375	13.4885	13.0091	13.6643	13.6807	13.656	13.7379	13.7531	13.7686	13.8006	13.9175	13.7307	13.57	13.4536	26.3642	26.8513	26.8081	26.7724	26.7068	26.8853	26.9728	26.9456	26.6701	26.6013	26.6389	26.6381	26.988	26.6465	26.7586	26.6227	0.525968714	0.523213645	0.525733952	0.528716091	0.52890089	0.528792281	0.525608775	-0.145	0.104	0.089	0.094	-0.106	-0.142	0.613325260092	0.62640007902	0.628110020418	0.627583162864	0.626103235504	0.614610812153
ENSG00000149269	8.36662	8.39074	8.41497	8.46392	8.63472	8.31838	8.03699	7.83409	8.57636	8.49848	8.42077	8.26697	8.29579	8.3577	8.48719	8.58786	22.8289	22.5316	23.0901	23.0099	22.594	20.3681	22.1132	20.201	23.1515	22.4518	22.7869	22.8519	22.4556	22.1287	21.8691	22.4195	0.523639371	0.621254294	0.609372365	0.401923644	0.2374835137	0.321223826	0.2803627694	0.443	-0.363	-0.641	-0.56	0.382	-0.301	0.357976132191	0.451088867925	0.19666162707	0.252815143603	0.427981643543	0.509718044077
ENSG00000149273	10.0075	9.734	9.45758	8.88877	9.59232	9.51127	9.25133	9.04565	9.52411	9.80179	10.0795	10.6348	10.3707	10.1427	10.2264	10.3328	26.3561	26.4543	26.5074	26.6053	26.4103	26.4609	26.5167	26.1754	26.9051	26.3464	26.6065	26.6529	26.822	26.5612	26.7091	26.6699	0.47001241	0.505034351	0.506497667	0.49415611	0.489334427	0.489849595	0.484232703	0.294	0.145	-0.16	-0.113	0.101	-0.157	0.515495791583	0.613325260092	0.606494902767	0.624508714684	0.626784186854	0.608269341949
ENSG00000149313	10.0859	10.1412	10.1966	10.3075	10.1323	10.2244	10.2915	10.3536	10.3381	10.3065	10.2748	10.2108	10.023	10.2527	10.4277	10.5512	19.6265	19.7317	21.0079	20.0269	19.5515	16.9413	18.008	19.5242	19.9545	18.5813	19.5887	19.9295	19.002	19.3637	18.5099	18.5745	0.587641329	0.749714782	0.6804275	0.3177313409	0.2435621568	0.2777905965	0.453346194	0.527	-0.425	-0.798	-0.344	0.279	0.548	0.277700137552	0.378971106219	0.106352769679	0.469942379816	0.527723934837	0.261178821179
ENSG00000149357	10.1433	10.0797	10.0161	9.88836	9.53673	9.63681	9.75621	9.84626	10.1868	10.0687	9.9507	9.71592	9.94747	9.98096	9.97724	9.97034	21.332	21.1469	21.1947	20.4471	20.3878	19.6986	19.638	19.9073	21.1825	21.2166	20.932	20.709	19.7188	20.3159	20.0532	19.1314	0.601134172	0.539511368	0.397057283	0.364732617	0.36382062	0.346968536	0.32064934	-0.389	-0.638	-0.276	-0.185	-0.198	-0.274	0.419644513827	0.198522419929	0.53029516508	0.593900099629	0.586682239491	0.531984555038
ENSG00000149480	10.5659	10.4634	10.36	10.148	10.0259	10.0722	10.0705	10.0637	10.5544	10.5146	10.4747	10.3929	10.2821	10.2088	10.2701	10.329	23.8294	23.4716	23.8105	23.1509	23.1585	22.7988	22.9281	22.3218	23.3523	23.3361	23.4947	23.1717	22.2097	21.4918	22.0828	21.305	0.558698187	0.620310545	0.408920789	0.336837397	0.326031204	0.358228115	0.28152101	0.393	-0.692	-0.417	-0.196	0.246	-0.439	0.414941257143	0.164595026643	0.388295120672	0.587807115582	0.553257454065	0.361710810811
ENSG00000149485	13.7915	13.8372	13.883	13.9749	13.9271	13.9257	13.8432	13.7733	13.779	13.7959	13.8125	13.8472	14.0523	14.0415	13.9184	13.817	19.2532	19.8437	20.011	19.0523	18.4739	18.8641	18.7764	19.8468	19.2781	19.2678	18.8336	18.6466	19.2397	18.5776	20.2817	17.4686	0.611620145	0.518364788	0.433491146	0.431741927	0.450068625	0.50222177	0.423455724	-0.456	-0.405	-0.268	0.252	0.328	-0.395	0.344161364382	0.400787945879	0.536708577581	0.548819327258	0.485464952172	0.412694495837
ENSG00000149532	12.9426	12.9667	12.9909	13.041	13.2613	13.0834	12.9831	12.9148	12.7232	12.8561	12.9886	13.2565	12.9738	13.0099	12.9187	12.8401	20.2433	19.2757	19.6888	18.6014	19.5375	20.2253	20.5388	17.3478	20.5155	20.6403	20.1768	20.302	20.0501	20.0136	20.9963	18.9994	0.472185912	0.453280667	0.4338483609	0.499171539	0.60654899	0.680368841	0.0991410076	-0.345	-0.321	0.384	0.466	0.424	-0.977	0.468831589779	0.492175162608	0.42561832721	0.333038834951	0.38015071116	0.0118333333333
ENSG00000149591	12.1665	12.1712	12.1751	12.1789	11.1868	10.8063	10.1819	9.69038	12.1327	12.1266	12.1209	12.1123	11.2191	10.8799	10.1632	9.57852	26.6151	26.9363	26.7684	26.952	26.6538	26.5224	25.8264	24.6461	26.7572	26.3877	26.9617	26.6387	26.2885	26.118	25.7323	25.6198	0.446051656	0.443784041	0.430108022	0.418058423	0.420109661	0.4117528	0.401444727	-0.18	-0.178	-0.183	0.153	-0.166	-0.201	0.596932011078	0.597965584704	0.59491886044	0.610061339858	0.603404497309	0.584542789598
ENSG00000149782	7.24661	7.24519	7.24368	7.24034	7.12043	6.88946	6.83604	6.7706	7.1896	7.11858	7.04707	6.90376	6.35355	6.87034	6.96326	6.99448	19.2053	19.9969	20.0498	20.0638	20.5922	19.6831	19.6137	18.01	20.9494	20.8557	21.1123	20.7919	18.9923	18.54	19.2654	18.913	0.67898967	0.650409445	0.522289178	0.346862219	0.331968179	0.361829434	0.2413570017	-0.351	-0.498	-0.617	-0.268	0.266	-0.537	0.462714640199	0.303313480885	0.212395546824	0.536708577581	0.53812719715	0.269336524653
ENSG00000149792	11.9245	12.0261	12.1277	12.33	12.7475	11.8892	11.5863	11.3596	12.1741	12.1672	12.1611	12.1534	12.1821	12.129	11.8975	11.7072	19.8972	18.6558	18.9703	17.9834	18.3318	19.3221	21.4684	21.1069	19.471	18.1687	18.7516	18.9151	20.577	19.9772	20.4513	20.3379	0.2345775232	0.303901331	0.294381414	0.671807121	0.839094654	0.890332749	0.865930216	0.352	-0.256	0.8	0.508	0.314	-0.235	0.461491525424	0.545331234257	0.105803519062	0.295034830046	0.498670124178	0.561546990496
ENSG00000149806	16.7086	16.6624	16.6163	16.525	16.5349	16.7724	16.7318	16.7407	16.7401	16.7403	16.7411	16.7455	16.9154	16.7351	16.7912	16.8611	23.8759	23.7386	23.752	23.9161	23.2259	23.4519	23.2507	22.5054	24.001	23.6302	23.8588	23.9341	23.5776	23.3941	23.1369	22.9102	0.513911887	0.552298514	0.567846463	0.428708184	0.416147439	0.351787229	0.275947462	0.286	0.278	-0.661	-0.254	-0.446	-0.514	0.522486155827	0.528591941118	0.18298744113	0.547341267143	0.354038701623	0.289437823834
ENSG00000150093	10.8542	10.8072	10.7604	10.6653	10.2272	10.1406	10.2255	10.2913	10.4874	10.4933	10.4993	10.5109	10.3198	10.2082	10.1686	10.1464	25.0823	25.5254	24.3628	24.2048	23.81	23.966	23.8352	24.3464	25.2096	24.8645	24.5517	24.6286	24.229	23.8614	24.1834	23.8112	0.581393895	0.393734788	0.399059783	0.395952976	0.416728382	0.469336544	0.504957216	-0.669	0.199	-0.149	0.245	0.38	0.304	0.178719935432	0.585836168813	0.611540499748	0.553808097433	0.430706711551	0.507260675412
ENSG00000150459	6.4205	6.40543	6.3914	6.3682	5.5522	5.78547	5.98992	6.12164	6.32153	6.31212	6.30182	6.27613	5.64282	5.81749	6.00413	6.14352	18.0247	18.6513	18.941	18.2177	20.2282	20.9746	19.0806	16.8298	18.5635	18.8183	16.9091	19.6596	15.9219	14.4531	17.426	18.7477	0.5074760773	0.4595638212	0.502902183	0.4521889232	0.4724595832	0.507657025	0.4941285216	-0.404	0.389	-0.365	0.371	0.37	-0.41	0.402351878965	0.419644513827	0.448657426878	0.441691605477	0.442910291798	0.395066632886
ENSG00000150593	10.0793	9.99359	9.90854	9.7391	10.2704	10.1882	9.97882	9.81124	9.98116	9.95319	9.92551	9.87291	10.0156	10.2783	10.0935	10.0368	23.3177	23.6269	23.5093	23.3112	22.503	22.3771	21.7978	20.2924	24.4163	23.8006	24.071	23.4401	22.1012	22.476	22.3727	22.728	0.647830834	0.649939808	0.502785137	0.2676477247	0.266682444	0.228349414	0.2034290938	0.329	-0.513	-0.724	-0.221	-0.302	-0.273	0.484617359798	0.29028288908	0.146990890688	0.57107641129	0.508858309119	0.532836953869
ENSG00000150753	7.81628	7.84692	7.87786	7.94125	7.27839	7.41664	7.41274	7.43033	8.08957	7.90951	7.72914	7.36892	7.26404	7.25874	7.42726	7.55879	26.4796	26.6877	26.5894	26.6565	26.348	26.3068	26.1268	25.5396	26.8112	26.4383	26.7188	26.5749	26.2701	26.1868	26.2506	26.3211	0.457332919	0.46097531	0.458183621	0.455451993	0.458115511	0.454385482	0.438860109	0.139	-0.092	-0.088	0.089	-0.11	-0.203	0.616038765432	0.627955527618	0.628243249608	0.628110020418	0.625219620605	0.583347945987
ENSG00000150768	9.24975	9.24498	9.24074	9.23409	8.70702	8.5453	8.82865	9.03146	9.2698	9.31125	9.35262	9.43683	8.56395	8.63655	8.87804	9.05115	21.7673	21.8326	22.2897	21.4643	22.0826	20.8811	21.2275	22.3333	21.9254	21.8276	21.7545	20.9065	22.1867	21.2999	19.9668	19.9583	0.526492838	0.490312342	0.401607979	0.536874364	0.3686319904	0.367447824	0.479745178	-0.347	-0.396	0.442	-0.53	-0.283	0.44	0.467009179079	0.411357941313	0.358945797808	0.274457808858	0.52476431662	0.360693329309
ENSG00000150782	9.83402	9.9492	10.0647	10.297	10.4333	9.91461	9.77857	9.62233	9.86388	9.8108	9.75766	9.65083	9.55964	9.5343	9.46798	9.41344	22.4504	22.2754	21.9796	21.0612	21.4677	21.7478	20.6361	21.4241	22.6988	22.1315	22.3873	21.5875	20.7688	21.2404	21.2473	21.6875	0.515677898	0.488300245	0.331632233	0.341087503	0.365258077	0.355494265	0.620891623	-0.388	-0.642	0.232	0.236	-0.241	0.766	0.420832003546	0.196078757225	0.56357783586	0.560752888795	0.55676613688	0.123034696406
ENSG00000150961	9.60477	9.66623	9.72786	9.85107	10.6084	10.3589	9.92102	9.65774	9.79727	9.74206	9.68712	9.58092	11.3978	10.7719	10.0809	9.55722	20.6037	20.496	20.731	20.8927	20.5071	20.8781	21.544	20.8581	21.3898	21.1828	21.2685	21.0108	19.3053	20.6608	20.3382	21.7673	0.519864239	0.530461272	0.464644642	0.2433947236	0.247259285	0.329037064	0.629537362	0.307	-0.405	-0.791	0.209	0.443	0.744	0.504696845381	0.400787945879	0.109828410689	0.579044929646	0.357976132191	0.136064159292
