Gene Group	H/L LPS R1 0h	H/L LPS R1 01h	H/L LPS R1 02h	H/L LPS R1 04h	H/L LPS R1 06h	H/L LPS R1 09h	H/L LPS R1 12h	H/L LPS R2 0h	H/L LPS R2 01h	H/L LPS R2 02h	H/L LPS R2 04h	H/L LPS R2 06h	H/L LPS R2 09h	H/L LPS R2 12h
AI607873	1.30330668410456	1.63751871594605	2.148016411051	2.93228816101701	3.27000503149973	3.30706884508134	3.4260453997678	1.28902753697546	1.59027730706844	2.19795736070494	2.91730502958384	3.0886931143047	3.24346770537546	3.35764559591616
AI837181;Bles03	0.567832395537589	0.669452609971897	0.659436013435475	0.645695211299748	0.728922631243789	0.792849396267649	0.84853566137579	0.649025281217005	0.626043276378698	0.692550993817344	0.808146223877102	0.872174780678648	0.81899150927521	0.883687484080048
AK008288;Ctnna1	1.60896734706839	1.77273866492593	1.8175184592619	2.24509842387958	2.4543473646157	2.74845027105314	2.84127231620384	1.57677159965361	1.74359870070905	1.79495019545021	2.23482473240827	2.57462505788778	2.63779278651451	2.72954935063611
AK011326;Pafah1b2	2.94691364674818	2.94469170005348	2.99659270219832	3.13258009705185	3.17569767469939	3.54935434659983	3.87413939592434	2.92364222716405	3.03344904728799	3.02258738651559	3.1301607819186	3.15219528722192	3.44310346645964	3.71429065183057
AK017779;Marcks	2.50556826424667	2.55622170890194	2.65620631077076	3.09135955625395	3.254770593863	3.54701078850245	3.67472792869122	2.35482506916629	2.38087707675232	2.51485571238998	2.92516115910077	3.18926962845907	3.52070110540785	3.57790175755704
AK032662;Specc1	-0.0108484521790141	0.153695804896934	0.164836370949264	0.227664444897466	0.37790410969888	0.419845808749368	0.544315262155398	-0.00489081098691271	0.136210238348872	0.240721689894381	0.22415258568521	0.325223552382871	0.473581927894601	0.58167813460963
AK049578;Cltc	4.28434932533499	4.30452132532347	4.36878360587227	4.3970582474736	4.53580148410753	4.67284552422896	4.7743500159773	4.33149798261102	4.28841153776269	4.34396035228454	4.41392783853977	4.5619468706609	4.67162049933736	4.74743684837883
AK050838;Arih1	1.72163651508493	1.97378279787539	2.08698232404101	2.02839152431906	2.06235303785548	2.10191107579671	2.055269255513	1.76544404492326	1.97254550951881	2.03895350722465	2.09324767863926	2.16078193604892	2.17554900353252	2.14090484025512
AK079994;Trappc8	0.0144722953245387	0.0505692504581837	0.0819478811339554	0.0818365408445896	0.226299419937859	0.407439596536237	0.505568835964497	-0.023511057055983	0.0115760406543048	0.115722380286404	0.171951457106571	0.284025628883487	0.338557488848888	0.43234261634106
AK081796;Gns	3.25842996117917	3.44931631914625	3.42734043663515	3.60839588889549	3.85286030606275	4.0928388282558	4.25234211395865	3.11393916573816	3.42735973647715	3.58733603884494	3.62768692703715	3.84332612549232	4.10063699876913	4.30688782367017
AK087295;Pik3ap1	0.984071327032298	1.25369788826088	1.48688328518687	1.73000061249751	1.98483468138201	2.45440345195723	2.76550791242596	0.796112202036944	1.10513112359768	1.27604108695175	1.5230465992869	1.94033524508872	2.37982534844445	2.74464149622312
AK157914;Ppp1cb	1.80110475785401	2.33131501852978	2.41397532931463	2.59066776220548	2.87629813147848	3.04280850751372	3.0554512053988	2.27074238810233	2.60426697140082	2.64980020773856	2.78535717048242	2.95311923989561	3.13621901277163	3.13558244616532
AK171687;Bcl10	2.30711294490051	2.30269343195125	2.38009578470546	2.59513265633686	2.81991058528317	3.11324523390786	3.25718269897342	2.28948499422664	2.34230214362445	2.29768855211982	2.64648626389537	2.86389301482784	3.13824794187171	3.38161421715246
AK188353;Eif4h	3.03628696548373	3.10945658951405	3.21474652689313	3.29208382519675	3.36968416516945	3.52475677954823	3.85877013153815	3.11955215085743	3.17308267662858	3.28717982803623	3.29488738186019	3.48139898923397	3.58340816828453	3.82730907956773
AK211593;Timm50	0.640445823806536	0.97810189635788	1.49806447328471	1.50421045635095	1.60445453964258	1.72556036619326	1.8124737789943	0.900388007067853	1.1813605920764	1.56983238950375	1.73285614293088	1.5866442099959	1.8307903297013	1.8409182368976
Aars	2.83867630016766	2.91010715749184	2.86976746657306	2.99522397933976	2.96836160999868	3.13165490751215	3.07468805441091	2.90502536242308	2.8645181994101	2.91008763344504	2.96656727042675	2.9245650097492	2.96540636896489	3.0617445827194
Abcd1	0.383705491249671	0.502192533363695	0.481313222872669	0.681659960391827	0.635939539938349	0.870829913847274	1.1007233054121	0.477503366155822	0.497858859721378	0.560951695318843	0.674114501514341	0.786222309812481	0.796812688439895	0.972935081735701
Abcf2	1.41876725614979	1.35712506075077	1.45356021280689	1.4511666417893	1.62932432180072	1.89175256503558	2.02864676634016	1.37220571442887	1.45195925038217	1.39554090856778	1.59128266158895	1.71685165769477	1.95274853924357	2.06395533205045
Abi1	2.48225999085362	2.48090267443815	2.50691392094222	2.75179457968389	2.91956586388595	3.05339332281821	3.04391741081126	2.45045855721752	2.50365378394133	2.53060669369616	2.74968113792651	2.81491522521869	2.91252983143483	3.11662137777348
Acads	3.22909534615075	3.18631427864492	3.16663174409147	3.33180323801031	3.28979780556626	3.42102833859445	3.46886500292685	3.24916731063052	3.15871060355366	3.23712403208243	3.31549752150339	3.34588632663547	3.42600956024472	3.45845677638053
Acbd3	1.42486058309678	1.54958908642584	1.62729780376882	1.82656275633684	2.00886209433525	2.19502147658942	2.2280167507169	1.5523977473671	1.67846886395046	1.73852231569945	1.84107394113586	2.11532021192231	2.25105260825984	2.36907450045717
Acin1	1.98917713674633	1.93587336858754	2.00950336690244	2.00801959713551	2.06482250664794	2.11293579437389	2.16340354358129	1.88195826420794	1.95506660124495	1.97669669523586	2.03812500232573	2.08799658627881	2.13643644455214	2.25304896417565
Aco1	2.45487347269371	2.48890551622385	2.51922565655862	2.54981797399945	2.64825936358372	2.63769028812786	2.64588780135929	2.55035635608833	2.50336245405326	2.52120062006799	2.62258523190498	2.5359023753228	2.6371465687644	2.61210796976177
Acot13	2.94857475929243	3.21499432281474	3.12867631755641	3.20651100047107	3.18882940522847	3.23114843855955	3.22326069967551	3.06070518143885	3.22020670436834	3.0712925513967	3.16225693766156	3.18010489887582	3.23695583576258	3.24744149056554
Acot8	2.01805476909295	2.05481804896107	2.07529265176761	2.07509211130652	2.17411302060139	2.20094430365845	2.19035256133508	2.03150312346111	2.01414368068297	2.06695373950689	1.97813917253778	2.12672886861813	2.1514470053435	2.23773153402438
Acp1	2.90991276834434	3.11481819545868	3.01951298970297	3.10611405146445	3.07296467918594	3.14951059282825	3.12512404951335	2.88623419161611	2.92484917386848	2.99242898317133	3.12990705256219	3.08798829985237	3.20920694930185	3.14096991238278
Acp5	1.99261593219099	2.32152025235116	2.45802563189281	2.63891713920389	2.90247943879447	3.06120331576401	3.3006665790117	1.98716404676716	2.36399533425839	2.45646857921276	2.66391419797992	2.84540344832124	3.05629352794226	3.23603664230365
Acpp	-0.232916075426308	-0.115159472081995	0.159373230838336	1.011497902417	1.55317670197014	1.86691038000831	1.87412045856971	-0.340942821331327	-0.131341332889417	0.104055535101586	1.12954432689115	1.63890944073621	1.77481782861847	1.90991566720721
Acsl1	4.00976494360522	3.88665141521466	3.96248653590555	4.12600120249205	4.85150507628472	5.42797148309917	5.72695838479089	3.71748347842095	3.8807297496482	3.9151280909971	4.1418795462101	4.76442107720778	5.35900492334357	5.8063657300939
Actl6a	2.39026056623218	2.40096027515282	2.42183802251687	2.44132188971003	2.45536998589848	2.58193674962287	2.94438170425165	2.24932486661071	2.48255612109605	2.58350884483287	2.5107409379685	2.53897055088889	2.6916895318257	2.90071370889884
Actn1	2.55154974481701	2.77492034838043	2.89095583241813	2.83657099150059	2.91135668225245	3.29623659924384	3.34261880861195	2.5207768243317	2.76132916550938	2.84804521806876	2.86089911480023	2.90951877669322	3.23296513619504	3.40358296776045
Actn4	3.87789241778133	3.79915846993646	3.84673420678668	3.88726860860417	3.94131832773113	3.91934219595117	4.09627493625431	3.7892419357109	3.76916081991718	3.94712143410892	3.90441781580463	3.9035403740868	3.95485472459057	3.98285261369312
Actr2	5.18479114929999	5.23342693386951	5.41841800338288	5.48213184645736	5.44146440444571	5.67019009110252	5.87219614784225	5.23800964137805	5.30836801861478	5.31072253717826	5.3601990147366	5.43210812166387	5.66410465280994	5.92147241203402
Ada	0.377630851402416	0.509297917535599	0.458561054313091	0.36364867270863	0.488574539082958	0.434327792126048	0.568450698772044	0.40595830039047	0.315177014797438	0.517153899137018	0.39245406746705	0.490814519939617	0.429711430885904	0.558772208337678
