Gene Group	R1 LPS 0h	R1 LPS 01h	R1 LPS 02h	R1 LPS 04h	R1 LPS 06h	R1 LPS 09h	R1 LPS 12h	R2 LPS 0h	R2 LPS 01h	R2 LPS 02h	R2 LPS 04h	R2 LPS 06h	R2 LPS 09h	R2 LPS 12h
Cct2	5.25207	5.25796	5.21927	5.00627	4.77552	4.67939	4.7049	4.92362	5.27236	5.35636	5.1009	4.82601	4.68564	4.7305
Cct3	4.97689	4.98284	5.17539	5.21331	5.138	5.16004	5.17829	4.98819	5.05748	5.22455	5.28556	5.29024	5.08683	4.89192
Cct4	5.16488	5.10478	4.99982	4.7117	4.59459	4.73318	4.82623	4.98594	5.09297	5.04814	4.90345	4.79391	4.66508	4.64568
Cct5	5.49904	5.43252	5.35857	5.13784	4.86824	4.79973	4.76219	5.46974	5.48494	5.30624	5.0426	4.81306	4.83157	4.90997
Cct7;AK153821	5.02467	5.1112	5.07813	4.89365	4.72149	4.68145	4.73016	5.12647	5.20087	4.95701	4.64788	4.67401	4.82929	4.80523
Cd14	5.51188	6.7889	7.25019	6.88344	6.49362	6.20379	6.19021	5.45625	6.46383	7.07434	7.00218	6.69976	6.31253	6.31315
Cd177	1.66163	2.6709	2.61516	1.705	1.13029	0.970279	0.706809	2.56474	2.28021	1.77122	1.61013	1.97159	0.819789	0.442391
Cd180	3.85544	3.75469	3.94507	4.07992	4.32499	4.50721	4.24941	3.63081	3.72262	4.18595	4.47786	4.60191	4.16252	3.93507
Cd274	5.35658	5.87508	6.4873	6.70763	6.80902	6.88437	6.88151	5.39528	6.17523	6.56451	6.67733	6.72966	6.73915	6.72032
Cd2bp2	3.4357	3.63313	3.54604	3.16054	3.12304	3.17315	3.32441	3.54106	3.61484	3.29428	3.01928	3.21554	3.35986	3.35116
Cd44	6.17514	6.56537	6.65115	6.43266	6.15061	5.73955	5.55673	6.14855	6.36405	6.64542	6.41942	6.09232	5.89949	5.70196
Cd47;AK018679	5.82546	5.90911	6.00171	6.24928	6.50637	6.45593	6.32621	5.86732	5.96505	5.98714	6.20309	6.44958	6.4677	6.33419
Cd68	5.80872	5.47091	5.30671	5.0758	4.81678	5.00412	5.15626	5.4908	5.57752	5.41172	5.21714	5.1489	4.86691	4.9263
Cd84	5.7403	5.65653	5.16091	4.89682	4.91624	5.0114	5.06309	5.61879	5.58445	5.26309	4.89188	4.96342	5.04195	5.08172
Cdc16	3.65534	3.51873	3.4253	3.26759	3.21242	3.2217	3.16334	3.72358	3.71353	3.35695	3.25546	3.4126	2.97132	3.03099
Cdc37	4.59613	4.61699	4.66202	4.36007	4.02037	4.05742	4.23508	4.68919	4.74867	4.32584	4.24998	4.38136	4.1999	3.95314
Cdc42ep4	2.81676	3.6215	3.49597	2.58174	2.41303	2.9971	3.24744	2.79243	3.47472	3.61002	2.97515	2.65085	2.75702	2.91335
Cdc5l;mKIAA0432	4.66608	4.73833	4.46385	4.41539	4.26571	4.10327	4.26487	4.70602	4.81297	4.33901	4.15019	4.11829	4.37834	4.41269
Cdc73	3.19421	3.17924	3.08422	3.02181	2.70945	2.64718	2.74814	3.40522	3.33235	3.06468	2.82089	2.66622	2.5223	2.77259
Cdk11b	5.37651	5.71434	5.72239	5.46805	5.09579	4.81989	4.97519	5.46058	5.76689	5.4782	5.25198	5.02497	5.0452	5.14436
Cdk6	3.17358	3.7208	3.94942	3.77426	3.379	2.97891	3.04557	3.40418	3.48898	3.72566	3.68148	3.30227	3.20625	3.21273
Cdv3;AK048941	5.19265	5.33602	5.34456	5.18404	5.0589	4.93208	4.91002	5.1454	5.34183	5.48576	5.29654	5.06776	4.86697	4.75403
Cebpb	6.70318	7.15084	7.11271	7.1429	7.23408	7.28868	7.3473	7.00505	7.09294	7.0311	7.01654	7.15631	7.38471	7.29303
Celf1	3.82562	3.92348	3.90991	3.89007	3.97317	3.9317	3.89737	3.75741	3.8118	3.93104	3.86612	3.9259	4.05707	4.002
Celf2;Napor-1	4.55173	4.65866	4.35994	4.04005	3.9675	3.752	3.49523	4.4771	4.40097	4.22868	3.94155	3.92031	4.03165	3.82483
Cfl1	7.96855	7.84392	7.85856	7.80088	7.72995	7.75184	7.74075	7.80893	7.87217	7.97691	7.9328	7.8145	7.61447	7.67467
Cggbp1	4.41249	4.36973	4.50618	4.66051	4.71434	4.55783	4.43344	4.19443	4.28057	4.55109	4.77384	4.81602	4.59853	4.44005
Chd4;mKIAA4075	5.32069	5.65835	5.6612	5.30771	4.95547	4.93274	5.09135	5.42082	5.71414	5.38677	5.14336	4.99504	5.16172	5.10566
Chmp1a	4.5403	4.32643	4.2554	4.21947	4.40817	4.6384	4.71912	4.52036	4.44613	4.29043	4.22288	4.4705	4.59416	4.56283
Chmp2a	5.55629	5.52718	5.64739	5.77538	5.70826	5.70059	5.70325	5.50632	5.7106	5.58711	5.68661	5.78976	5.71868	5.61925
Chmp2b	4.92842	4.80333	4.82436	4.88131	4.88609	4.76895	4.63224	4.92999	4.8909	4.86489	4.84415	4.80798	4.73137	4.65542
Chmp4b	5.88225	5.85266	6.03193	6.34454	6.58088	6.61628	6.49645	5.82492	5.81963	6.05586	6.40427	6.59309	6.58315	6.5241
Chmp5	5.26067	5.19416	5.2871	5.43322	5.73469	5.83867	5.75384	5.3064	5.24038	5.32531	5.47613	5.66808	5.7589	5.72716
Chordc1	4.41272	4.31068	4.13552	4.07498	4.09429	4.20842	4.27502	4.36303	4.25371	4.1094	4.10023	4.18066	4.22585	4.27875
Cisd2	4.41604	4.30325	4.16642	3.87385	3.70541	3.80552	3.92786	4.37751	4.17725	4.19678	3.97392	3.83272	3.83218	3.808
Ckap4	3.84482	3.99484	3.71009	3.30644	3.08362	2.98896	3.06046	4.11716	3.83013	3.57938	3.23256	3.13641	3.19616	2.89744
Clec4d;Mcl	5.29166	5.83843	6.14548	5.99893	5.77324	5.68419	5.78996	5.29685	6.05995	6.24209	5.905	5.77933	5.55429	5.68437
Clec4n	8.13948	8.17069	8.11947	7.7817	7.4189	7.32638	7.5144	8.03025	8.04791	8.0802	7.79457	7.54734	7.395	7.57574
Clic1	6.4558	6.39389	6.34157	6.23475	6.09279	6.01714	6.06709	6.31179	6.24355	6.35331	6.29277	6.20106	6.07685	6.1237
Clic4	5.53449	6.15463	6.9398	7.22912	7.29461	7.11286	6.83069	5.39253	6.07646	7.02962	7.42277	7.39801	7.00144	6.77537
Clip1;AK140543	3.80155	4.01213	3.85805	3.72942	3.57651	3.46565	3.56591	3.80069	4.24654	3.90095	3.46185	3.49922	3.6082	3.49176
Clns1a	4.35637	4.15505	3.87839	3.66552	3.58401	3.62205	3.65083	4.44891	4.17611	4.06184	3.64608	3.46303	3.6149	3.50136
Clta	6.96494	6.93839	6.82785	6.8088	6.8431	6.86742	6.85485	6.96269	6.88827	6.85472	6.78743	6.83203	6.87312	6.90709
Cmc1	4.14077	4.02569	3.90238	3.955	4.03267	4.09197	4.19891	4.28588	4.33827	4.08717	3.69736	3.82146	4.02217	4.09505
Cmpk1	5.2569	5.14305	5.1361	5.20091	5.36812	5.30864	5.1015	5.2002	5.0424	5.24302	5.37609	5.35806	5.16648	5.12898
Cmpk2	2.35543	3.32503	6.17397	7.60058	7.69368	7.37808	6.98441	2.09987	2.59656	6.16396	8.04985	7.96685	7.49231	7.14178
Cmtm6	5.19081	5.12034	5.13607	5.47433	5.72936	5.49605	5.30413	5.1333	5.01173	5.11696	5.55048	5.78096	5.56379	5.29387
Cnbp	5.47205	5.548	5.33385	4.88015	4.73151	4.82306	4.9176	5.32839	5.60288	5.54238	4.92194	4.77873	4.71355	4.81835
Cndp2	6.15591	6.19845	6.29073	6.33228	6.33612	6.42759	6.46604	6.18087	6.26368	6.28244	6.2368	6.29735	6.47691	6.46908
Cnn2	5.03581	5.03126	4.86834	4.5425	4.30983	4.57067	4.80537	5.0359	5.22006	4.75178	4.27323	4.26403	4.64831	4.97046
Cnpy2	4.45669	4.25442	4.09656	3.89796	3.72188	3.76015	4.03107	4.0787	4.02297	4.30879	4.12233	3.78091	3.85668	4.04836
Commd2	3.40841	3.22676	3.0447	3.03363	3.01427	2.8709	2.74932	3.2263	3.12697	2.8682	2.92257	3.22509	3.08774	2.89111
Commd6	4.50232	4.21237	3.73599	3.57389	3.90265	4.12833	4.11592	4.21794	4.23708	3.94722	3.77232	3.69365	4.01874	4.28454
Copa	5.23222	5.1772	5.19385	5.16372	5.27868	5.16374	4.937	5.14447	5.09921	5.29023	5.30097	5.27224	5.04658	4.99271
Copz1	5.98545	5.9532	5.85185	5.862	5.8856	5.8892	5.92293	6.00078	5.88994	5.76662	5.68605	5.82496	6.11035	6.07154
Coro1a	6.47043	6.46235	6.307	5.69753	4.85226	4.61171	4.93601	6.39031	6.34416	6.14972	5.51271	4.88495	4.90833	5.14711
Cotl1	7.59443	7.55424	7.45481	7.25263	6.95356	6.5542	6.36232	7.41213	7.41187	7.51608	7.33022	7.00596	6.59017	6.45976
Cox5a	7.18042	7.13823	7.06066	7.05973	7.12222	7.04797	6.91976	7.15199	7.12043	7.17176	7.12729	7.07652	6.96337	6.91761
Cox6b1	7.39699	7.39137	7.23142	7.19114	7.19176	7.03963	6.93089	7.37631	7.11873	7.15325	7.25902	7.2622	7.15872	7.04495
Cpd	3.81694	4.01896	4.24107	4.38288	4.57143	4.5279	4.3508	3.89336	3.97921	4.18732	4.37757	4.51046	4.57181	4.39024
Cpne3	3.64674	3.70685	3.88855	4.05101	4.21093	4.0919	3.83137	3.73167	3.62339	3.68494	3.96975	4.23136	4.22994	3.95629
Crlf3;Cytor4	4.94717	5.82313	5.5291	5.32784	5.1386	4.76963	4.67308	4.99828	5.34226	5.31495	5.25666	5.16213	5.13994	4.99434
Crot	4.19547	4.76874	3.98638	3.57259	3.58792	3.54392	3.55024	3.8885	4.40166	4.05915	3.64259	3.67471	3.90132	3.63733
Cryl1	3.94613	3.68682	3.4541	3.37537	3.05325	2.59427	2.32382	3.69997	3.59862	3.631	3.31289	3.05176	2.64357	2.49594
Csde1;mKIAA0885	5.8182	5.8534	5.8569	5.91413	5.9721	5.93958	5.96054	5.82292	5.84563	5.83598	5.7464	5.87612	6.12907	6.05872
Csf1r	5.55309	5.32691	4.96314	4.35612	4.06175	4.4122	4.74591	5.21257	5.1977	5.01455	4.57749	4.42523	4.37603	4.61555
Csl;Cs	5.43105	5.40297	5.43181	5.27231	5.22798	5.22074	5.15988	5.27289	5.33015	5.46319	5.3577	5.29639	5.24348	5.18293
Csnk2b	6.01474	5.91678	5.98484	5.96868	5.94289	5.95291	5.81384	6.1238	5.93486	5.87111	5.87465	5.88136	6.00894	5.89994
Cst3	7.88022	7.98917	7.98438	8.0077	8.04195	8.10274	8.07464	7.91369	7.62396	7.73687	7.95564	8.16272	8.327	8.36091
Cstb	8.00601	7.90584	7.87898	7.99128	8.12865	8.17087	8.15367	8.01701	7.84942	7.92901	7.99778	8.07143	8.1341	8.23654
Cstf2t	3.49619	3.46886	3.2462	3.15113	3.1203	2.90803	2.87048	3.50066	3.17781	3.1687	3.10698	2.98551	3.12028	3.20126
Ctbp2	4.32222	4.18109	3.85891	3.78714	3.83825	3.62815	3.54703	4.24683	4.20752	3.92435	3.76774	3.7925	3.60101	3.62286
Ctdp1	2.61177	2.40845	1.97738	1.83878	1.90373	1.96692	2.0953	2.47294	2.59955	2.07335	1.49657	1.76766	2.18858	2.20368
Ctnnb1	5.3136	5.16932	4.94371	4.85368	5.0717	5.18642	5.18351	5.18773	5.19142	5.20834	5.05882	5.12108	5.04165	4.91293
Ctnnbl1	2.89217	3.02139	2.76111	2.456	2.18181	2.20072	2.39326	3.09634	3.3144	2.59272	2.65747	2.43003	1.65941	2.15609
Ctsa	6.12765	5.98571	5.81925	5.64901	5.49348	5.54909	5.61691	6.03948	5.8201	5.77355	5.68219	5.61492	5.65189	5.65896
Ctsb	7.30525	7.2346	7.22007	7.23074	7.28799	7.47007	7.55024	7.28035	7.12779	7.2714	7.29956	7.3609	7.45027	7.50869
Ctsc	6.60269	6.61643	6.39665	6.16225	6.26154	6.36527	6.35556	6.45077	6.52473	6.4609	6.31149	6.43023	6.30149	6.28077
Ctsd	8.32405	8.23671	8.14714	8.01072	7.809	7.90211	8.10242	8.39495	8.27859	8.0902	7.9579	7.8842	7.92437	8.00194
Ctsh	5.80579	5.57066	5.41138	5.22974	5.07825	5.24006	5.46448	5.64958	5.73496	5.55725	5.23547	5.2624	5.13231	5.2284
Ctsl	5.91213	5.94842	6.11026	6.13966	5.92918	5.86366	5.93935	5.79612	5.94819	6.20779	6.07999	5.96608	5.95721	5.88727
Ctss	8.86153	8.73979	8.66128	8.60063	8.71397	8.8831	8.96627	8.79065	8.80073	8.78372	8.74113	8.75675	8.72068	8.8329
Ctsz	7.73529	7.78009	7.81959	7.84491	7.94551	8.18942	8.35184	7.70798	7.73854	7.83216	7.85053	7.97822	8.20667	8.35257
Cul1	4.06981	3.83791	3.5904	3.61832	3.73825	3.75374	3.70187	4.03089	3.87086	3.68758	3.62827	3.68116	3.69168	3.71988
Cul3	4.06955	4.04796	4.0793	3.96637	3.84703	3.81823	3.81557	3.98781	4.34671	4.14234	3.93379	3.93145	3.68826	3.61365
Cyb5	6.44557	6.24899	6.09712	5.87354	5.67307	5.8566	6.20125	6.32944	6.23442	6.17151	5.87707	5.63225	5.79782	6.35361
Cyb5r3	4.96464	4.89132	4.97564	4.89458	4.7134	4.92525	5.15878	4.9083	5.06873	4.92719	4.7531	4.76731	4.98802	5.11095
Cycs	4.97734	4.88915	4.88246	5.00005	5.19483	5.21831	5.08515	4.92641	4.89773	4.93811	5.07431	5.21199	5.12552	5.07321
Cyfip1;Shyc	4.73144	4.79306	4.78659	4.65582	4.6146	4.58127	4.56786	4.6339	4.83648	4.81578	4.615	4.54175	4.6001	4.68763
Cyp4v3	3.8949	3.94216	3.96015	3.97532	4.21514	4.37746	4.34629	3.90015	4.02959	4.11105	4.05351	4.24039	4.17983	4.1969
Cyp51	4.75747	5.16806	4.94814	4.40749	3.71017	2.83406	2.7815	4.85592	4.82348	4.66558	4.25969	3.79627	3.17482	3.03112
D1Pas1;Ddx3x;Ddx3y	5.04927	5.18015	5.01053	4.66723	4.35315	4.14985	4.18299	4.96373	5.17382	4.99	4.58238	4.38738	4.30295	4.19292
Dab2	5.92758	6.32174	6.34478	5.75108	5.17822	4.92824	5.0517	5.73237	6.31727	6.22509	5.6064	5.13769	5.2325	5.25203
Dak	2.53521	2.4386	2.28677	1.96082	1.61464	1.61828	1.85543	2.23934	2.5944	2.26376	2.02144	1.77569	1.53384	1.88127
Dap3	3.21564	3.27458	3.11057	2.88614	2.68773	2.62787	2.81376	3.05407	3.12914	3.30604	2.98973	2.63812	2.69001	2.8092
Dars	3.91554	3.85881	3.65985	3.21405	3.15033	3.29677	3.54149	3.81475	4.19298	3.73995	3.07555	3.16629	3.20044	3.44688
Dbnl	4.92197	4.81424	5.02222	5.40906	5.55887	5.46721	5.31508	4.83002	4.80459	4.86524	5.35992	5.73524	5.5734	5.34023
Dci	3.01524	2.80405	2.71938	2.60927	1.94088	1.72763	2.14076	2.84446	2.94242	2.62176	2.40063	2.15427	1.84237	2.1513
Dck	4.45417	4.28973	4.4831	4.9815	5.36167	5.35863	5.2276	4.55909	4.23461	4.44146	5.01375	5.41511	5.40238	5.09
Dcps	2.96573	2.69088	2.64513	2.30662	1.92641	1.97771	2.18231	2.69152	3.25475	3.15381	2.70094	2.08998	1.14815	1.65563
Dctn3	4.82743	4.6683	4.58891	4.68462	4.63004	4.61607	4.68216	4.82205	4.61935	4.63988	4.66553	4.67828	4.61038	4.66206
Dctn4	4.2373	4.35135	4.22253	4.22282	4.32081	4.27279	4.28817	4.19019	4.23773	4.11825	4.09905	4.35682	4.56004	4.3537
Ddb1	4.60988	4.59038	4.55565	4.28837	4.0351	4.06604	4.1801	4.54159	4.67227	4.56303	4.35148	4.15291	3.97531	4.06892
Ddhd1	4.96919	5.46307	5.77834	5.51062	5.55831	5.58552	5.38474	4.77319	5.45988	5.81366	5.61022	5.6764	5.5814	5.33506
Ddx17	5.47781	5.36176	5.29294	5.22615	5.24741	5.29706	5.40049	5.39722	5.22908	5.26154	5.30102	5.29736	5.4107	5.40671
Ddx21	4.59981	4.92224	4.72828	4.10118	3.65148	3.51679	3.53681	4.62653	5.03957	4.64761	4.02464	3.60703	3.59443	3.51678
Ddx23	4.09896	4.28438	4.06047	3.69186	3.75293	3.94969	4.07556	4.29274	4.3215	4.04052	3.84991	3.78542	3.83908	3.78466
Ddx24	5.17505	5.62494	5.80232	5.83053	5.53932	5.22066	5.28488	5.29662	5.61754	5.53793	5.51884	5.39084	5.45815	5.6578
Ddx27	4.14029	4.41901	4.11828	3.76063	3.41251	3.09862	3.15951	4.18741	4.33635	4.01368	3.73648	3.33901	3.21546	3.28045
Ddx42	3.99671	3.96566	3.86229	3.78224	3.70718	3.71051	3.84184	4.08433	4.0696	3.81719	3.80406	3.7478	3.71146	3.63199
Ddx5	6.1334	6.17642	6.19208	5.97375	5.86829	5.86867	5.91486	6.01626	6.45916	6.39154	6.0532	5.91648	5.63179	5.65902
Ddx56	3.03263	3.1648	2.74395	2.33317	2.20092	2.14487	2.14449	3.07742	3.0799	2.76728	2.50844	2.14388	1.81883	2.36909
Ddx58	3.29282	3.3752	4.65519	5.53213	5.62168	5.42936	5.22558	3.27763	3.43876	4.57064	5.52817	5.70232	5.42089	5.19356
Ddx6	4.87263	4.95084	5.08601	5.09552	5.1605	5.15162	5.11202	4.94612	4.96656	4.94713	4.98141	5.13461	5.28033	5.17298
Dek	6.19972	6.55352	6.4329	6.12281	5.91362	5.54051	5.36028	6.38268	6.56694	6.07801	5.82007	5.84217	5.86508	5.56841
Dennd4c	3.06573	2.81777	2.30418	2.07526	2.1612	2.38838	2.41881	2.65414	2.51517	2.24529	2.32202	2.526	2.27105	2.69767
Dgkz	4.78366	4.33926	3.88015	3.8114	4.03767	4.33084	4.42046	4.68158	4.46451	3.97322	3.78876	4.04411	4.33352	4.31775
Dhrs1	4.41761	4.25946	4.057	3.89544	3.79073	3.71175	3.79005	4.28236	4.18324	4.08229	4.00057	3.88282	3.74563	3.74512
Diws1t;Gtf2i	3.32597	3.19977	2.5965	1.88478	1.43779	1.68754	2.22095	3.5998	3.51784	2.7253	1.62138	0.809069	1.53503	2.54488
Dkc1	4.33757	4.61588	4.18358	3.71947	3.38906	2.84001	2.51921	4.11279	4.3867	3.99727	3.49818	3.25266	3.3035	3.05367
Dld	4.52887	4.60899	4.6516	4.51281	4.45302	4.41787	4.3688	4.45353	4.41486	4.70593	4.72066	4.58943	4.26589	4.39168
Dlgap4	4.35136	4.49255	4.70526	4.75637	4.55842	4.29864	4.18104	4.10248	4.60877	4.78321	4.76727	4.59657	4.29704	4.1883
Dnaja1;Mir207	4.32332	4.3551	4.37063	4.37018	4.56142	4.79076	4.85305	4.33016	4.38492	4.46458	4.55764	4.70181	4.5833	4.60206
Dnaja2;AK163592	4.71349	4.80564	5.10409	5.28984	5.17603	4.96967	4.87579	4.78106	5.00206	5.08943	5.27834	5.23609	4.85755	4.69004
Dnajb11	4.95762	5.0647	5.10785	5.11156	5.20178	5.17143	5.16254	5.08011	4.72715	5.08209	5.36026	5.35832	5.14477	5.02478
Dnajc8	5.37047	5.38886	5.24406	5.18031	5.32563	5.36613	5.30193	5.48087	5.29177	5.17993	5.28449	5.30466	5.29272	5.34297
Dnajc9	3.98145	3.59946	3.05789	2.49627	2.27062	2.34979	2.41539	3.95311	3.39104	2.95468	2.50909	2.51517	2.45928	2.38849
Dnase2a	6.40626	6.66899	6.50602	5.925	5.29694	5.03077	5.1002	6.49509	6.79701	6.13389	5.54146	5.25341	5.45241	5.2609
Dnmt1	3.90808	3.78888	3.10697	2.51656	2.77806	3.24747	3.31839	3.85165	3.81196	3.18217	2.52793	2.86527	3.24593	3.17949
Dnmt3a	4.1329	4.24628	4.25607	4.40671	4.28671	3.98383	4.00582	4.25954	4.2018	4.05651	4.23974	4.24954	4.23276	4.07844
Dock8	4.76417	4.93204	4.73883	4.34123	4.22576	4.25427	4.1745	4.73188	4.95725	4.35515	4.08907	4.32706	4.65135	4.31904
Dok1	4.48697	4.66121	5.1665	5.39695	5.49064	5.61336	5.64821	4.47403	4.59214	5.21195	5.55673	5.60795	5.48517	5.53588
Dpep2	5.42326	5.45378	5.50506	5.28977	5.11649	5.10839	5.05762	5.42381	5.80495	5.91092	5.43646	5.05019	4.64626	4.68176
Dpf2	4.14205	4.28284	4.30768	4.25095	4.175	4.20461	4.25316	3.98288	4.36552	4.39484	4.3604	4.26238	4.08243	4.16783
Dpp7	5.01962	4.95104	4.70505	4.48514	4.21432	4.05267	4.01991	5.03877	4.93819	4.67957	4.23071	4.12177	4.23037	4.20836
Dpp9	3.99207	3.91367	3.75118	3.41834	3.27512	3.19998	3.12503	3.87214	3.86794	3.79411	3.43548	3.25058	3.29077	3.16437
Dpysl2	5.13519	5.13802	5.09034	5.35407	5.63215	5.4587	5.26689	5.21182	4.99752	5.05868	5.247	5.47472	5.62386	5.46175
Drap1	6.21697	6.30383	6.12711	6.05483	6.04179	6.03203	6.03282	6.23324	6.11906	5.93865	5.9525	5.99591	6.31254	6.25749
Drg1	4.69436	4.79528	4.55091	4.449	4.48555	4.33949	4.29248	4.86357	4.80177	4.4775	4.28581	4.41087	4.45744	4.31009
Dstn	6.89295	7.12765	7.208	7.16151	7.10146	6.86221	6.71484	6.91183	7.10208	7.27151	7.16094	6.95754	6.83337	6.83134
Dtd1	2.06099	2.15332	1.91155	2.28645	2.16489	1.69024	1.49591	2.21857	1.93408	1.69358	2.25366	2.51968	1.78808	1.35568
Dtx3l	3.58754	3.82654	4.84781	5.32756	5.22801	5.13471	5.06034	3.88235	4.06488	4.51165	5.12221	5.24917	5.18831	4.99393
Dusp3	4.69411	4.73588	4.43924	3.86625	3.52293	3.71341	4.02168	4.73341	4.78201	4.44283	3.7833	3.43926	3.8059	4.00679
Dync1h1	4.07504	4.05529	4.25607	4.47738	4.48891	4.48993	4.5187	4.0436	4.03568	4.12671	4.422	4.55204	4.62597	4.55531
Dync1li1;AK180240	5.33368	5.37292	5.44843	5.6524	5.65623	5.48526	5.39771	5.3921	5.54918	5.4807	5.48399	5.51727	5.50409	5.41931
EF437385	4.36695	4.44813	4.42505	4.26845	4.21312	4.04693	4.04469	4.148	4.18162	4.50202	4.46827	4.26342	4.17254	4.07744
Ear2;Ear3	7.52218	7.35645	7.04935	6.7214	6.62227	6.47602	6.35065	7.39614	6.8353	6.90588	6.87477	6.83435	6.67085	6.58104
Ebp	4.81757	4.89643	4.73957	4.38737	4.05353	3.77604	3.70738	4.81172	4.54513	4.45242	4.3395	4.10704	4.1001	4.022
Edf1	5.64622	5.40355	5.45258	5.48649	5.3043	5.40995	5.4925	5.46258	5.35328	5.54246	5.54145	5.43499	5.40165	5.45918
Eea1	4.47799	4.83658	4.75948	4.62326	4.59419	4.46334	4.44346	4.69092	4.96559	4.633	4.34548	4.39719	4.57503	4.5911
Eef1a1	8.18058	8.12707	8.19293	8.0892	7.94335	7.98546	8.01903	8.0477	8.26435	8.31792	8.20636	8.07509	7.78976	7.83645
Eef2	6.67154	6.58114	6.53773	6.36542	6.15842	6.17028	6.23981	6.48527	6.58217	6.60471	6.46945	6.31972	6.1018	6.1612
Efhd2	6.20198	6.25219	6.39149	6.31583	6.22743	6.25029	6.26677	6.14276	6.11282	6.33949	6.33723	6.28064	6.34835	6.34469
Ehd1	5.50693	6.29144	6.73795	6.64138	6.53793	6.58734	6.60102	5.58793	6.19302	6.62514	6.64772	6.61308	6.63488	6.60223
Ehd4	5.29999	5.10978	5.25882	5.7444	5.86821	5.48459	5.15149	5.18325	5.09052	5.23093	5.6876	5.83894	5.59646	5.28958
Eif1	6.89227	7.00339	7.05726	6.97148	6.89777	6.85855	6.84599	6.87139	6.95794	7.10071	7.05992	6.92026	6.76692	6.84955
Eif2ak2	4.46667	5.15411	5.58934	5.92582	5.79855	5.27188	5.09924	4.57135	4.7609	5.2355	5.83144	5.81347	5.62603	5.46691
Eif2b1	3.53879	3.18161	2.74888	2.5137	2.62463	2.76024	2.76538	3.1147	3.31082	2.96589	2.52281	2.69697	2.76352	2.75853
Eif2s1	4.00897	3.94408	3.97398	3.85216	3.77939	3.7766	3.75956	3.95839	4.0909	4.13531	3.90079	3.78871	3.63488	3.58577
Eif2s3x	5.04293	5.10336	5.06927	4.87431	4.74656	4.61586	4.57881	5.07246	5.08346	5.18995	5.00361	4.74441	4.53182	4.40539
Eif3a	5.69765	5.9393	5.82317	5.4713	5.1186	4.9063	4.9893	5.83381	5.97908	5.61505	5.30964	5.08005	5.03486	5.09312
Eif3b	5.01337	5.05703	4.94216	4.65763	4.39579	4.40978	4.53825	4.96021	5.22667	4.96619	4.5668	4.44998	4.50617	4.33798
Eif3c	5.89149	6.10424	6.19294	6.05251	5.69472	5.48092	5.53455	6.01176	6.10204	5.85105	5.74453	5.68003	5.84329	5.71866
Eif3d	5.01823	5.10809	4.93804	4.57151	4.38304	4.42391	4.5453	4.97314	5.00712	4.88445	4.64878	4.49723	4.48033	4.49708
Eif3e	5.47804	5.46348	5.56092	5.47095	5.34712	5.2614	5.21714	5.52256	5.63575	5.57754	5.42848	5.20094	5.23316	5.20062
Eif3f	5.3693	5.29815	5.29959	5.2506	5.08662	5.08858	5.10549	5.39326	5.34105	5.26734	5.29524	5.19206	4.94609	5.06329
Eif3k	6.27187	6.18363	6.02821	5.97451	5.88152	5.72568	5.66709	6.23929	5.95207	5.95221	5.95026	5.95521	5.89686	5.7866
Eif4a1	6.85758	6.91754	6.92168	6.60095	6.33587	6.37653	6.43265	6.74024	7.058	7.03033	6.613	6.38821	6.27162	6.3414
Eif4e	4.24137	4.4047	4.5537	4.33275	4.19544	4.184	4.19528	4.16156	4.55174	4.69158	4.4844	4.29382	3.99194	3.93218
Eif5	5.76517	5.95278	5.80349	5.58992	5.49393	5.44638	5.52111	5.88463	6.28788	5.77757	5.34099	5.31067	5.47113	5.49991
Eif5a2;Eif5a	7.17315	7.14026	7.09003	7.05696	6.94395	6.78326	6.67694	7.07942	6.99467	7.09214	7.10222	7.05364	6.83117	6.7113
Eif6	5.0123	5.11628	5.28069	5.43008	5.33339	5.13653	5.11065	4.98764	5.02242	5.20069	5.32268	5.31176	5.27885	5.29589
Elac2	2.10502	1.95701	1.46201	1.13668	1.10677	1.07589	1.26624	1.56025	2.31787	1.78011	1.00517	0.958325	1.2409	1.247
Emb	5.38653	5.12789	4.87618	4.69886	4.64857	4.55768	4.41575	5.16	5.18127	5.02401	4.7509	4.62927	4.52683	4.43917
Eml2	2.98457	3.11156	3.15864	2.96275	3.04574	3.46452	3.55514	3.22106	3.11778	3.07553	3.03259	3.09611	3.22067	3.51918
Endog	2.82011	2.75313	2.4796	1.88386	1.35786	1.48865	2.17102	2.5199	2.24176	2.53286	2.2059	1.57474	1.76088	2.11818
Eno1;Gm5506;AK180697	7.18401	6.97273	6.91078	6.74122	6.50329	6.69075	7.04696	6.99823	7.03763	6.99229	6.74368	6.66676	6.674	6.93714
Ensa	4.93671	4.80991	4.70424	4.66122	4.78981	4.97653	5.10864	4.98786	4.79729	4.61455	4.64659	4.87405	5.11687	4.94984
Erh	5.65107	5.67323	5.55625	5.45918	5.32558	5.03382	4.90981	5.58742	5.62216	5.73852	5.48788	5.14502	4.89575	5.13219
Erlin2	3.6088	3.32609	3.04617	2.87312	3.00999	3.26338	3.40075	3.56022	3.23206	2.86897	2.93815	3.18502	3.36145	3.38243
Erp29	6.40954	6.46	6.14278	5.87721	5.67876	5.65303	5.92303	6.55828	6.28942	6.04176	5.76811	5.64666	5.86645	5.97367
