Gene Group	M/L LPS R1 0h	M/L LPS R1 01h	M/L LPS R1 02h	M/L LPS R1 04h	M/L LPS R1 06h	M/L LPS R1 09h	M/L LPS R1 12h	M/L LPS R2 0h	M/L LPS R2 01h	M/L LPS R2 02h	M/L LPS R2 04h	M/L LPS R2 06h	M/L LPS R2 09h	M/L LPS R2 12h
Anp32e	220.88635817522962	215.4525415330278	218.49830044397848	214.0817622026496	211.15150801585577	215.9633373875911	211.87808286799483	211.35677813027158	226.72716467943997	226.35378178294863	214.20458319003762	212.48895191629458	213.15858957836141	204.79101407262283
Anxa11	375.70754586370526	358.53508877828614	369.15652821212274	366.82641265117167	348.5077105920423	341.28787057161594	335.9137235805926	350.34916592799385	359.26155052579793	380.94922710986486	360.976021046653	349.8083418476059	354.24417404499246	340.2865572838667
Anxa1;AK170612	6129.2740442350505	6078.757976087932	5588.178354689702	5746.023202924814	6134.580721509383	6021.014631704887	5784.831990916112	6191.284640372183	5827.631968773173	5685.171531764543	5714.489377781106	5823.041640354191	6049.349591237693	6178.885012583407
Anxa2	4114.761986486938	4193.035324461398	4097.898760462668	3931.7293096635935	4096.403249081751	4174.709548475167	3923.321469082149	4093.7258915245948	4157.565810838025	4464.308665949887	4220.33020372058	3872.2898595539796	3888.885637178695	3866.366069607174
Anxa4	2937.345724901097	2836.3895300952386	2829.5680995606485	2706.9423375375573	2755.509248713486	2921.5436924703763	2957.314373821487	2846.454321738427	2878.661657803945	2864.5032368489806	2955.9801558987424	2909.8269452334953	2719.3574616596084	2776.138430405212
Anxa5	456.52908982205406	423.22625187225526	443.3128085903342	444.8354884188211	430.134970271485	460.6608435213263	472.1537687479357	453.9893433158123	447.76578571640823	439.4105510278308	425.79698619424937	438.96798303641646	466.71214611114254	458.7683800234087
Anxa7	432.3882602618934	438.60523718240864	397.77477331217864	390.55201631510954	430.2768991647923	452.22037166289533	462.98774085966295	410.995241369495	409.58806763693985	415.78784637439827	422.4717975660792	428.77677734237363	468.67582331751163	438.2852342505564
Aoah	17.769928306470817	18.907014556882583	17.802053883622552	16.2557150982377	15.871034427683464	17.576348060252815	18.771563661942167	18.0577440674553	17.44423774841908	17.40080847030699	16.931413094442387	17.03417245534537	17.83048476648004	18.420111803274484
Ap2a1	61.434930484946875	61.99302870855195	59.81038876242851	59.788312109787014	59.01781401008344	58.37980149835961	55.238064804698936	64.41996103154553	62.09109826785789	58.84569433267139	57.602094863549695	58.550238171584056	57.21236139568519	57.03549190036039
Ap2b1	244.59894435623903	244.0249173992143	239.3422986827142	226.2669702837995	233.6939651705143	226.65283064913405	227.67679202119433	255.10311161738346	249.59521523700832	244.9917866962781	229.81766352304734	226.34551672782163	226.1093594965903	212.35140290167166
Ap3m1	47.86840248565401	50.267124005927684	48.72439730733887	46.59874970593971	44.83659714120071	43.769361831167515	43.096227136774274	49.13923670216276	51.72934802639607	49.78931607078425	46.965014921835504	44.580841426033665	42.424374456508254	41.3594680392848
Apbb1ip	131.7982089463886	123.75350557362506	127.6025928253706	130.75835294525504	134.0375104706867	141.57252233819884	138.77664698272548	128.26069818924893	125.3002777835479	129.31822388917305	128.7954095854882	132.22709932872942	139.522438056221	144.83491149604885
Apex1	112.41151471577625	108.46600789232993	105.86627796632486	100.73456306623471	99.10384040653261	97.44387168762572	97.88298642526605	105.73990625206093	98.78727619057457	107.47374330141082	109.8674498939284	101.30070427147785	99.48560854918713	98.7236815399832
Apobec1	6.700504317287888	6.7280488103097005	6.9592650389159765	6.880271424841629	6.694186159621131	6.494822584729704	6.129932250439326	6.606806185860888	6.824377930086272	6.777357416410591	6.859370698875284	6.706851616072708	6.407591228935951	6.395106694791744
