ENSG	R1t0	R1t0.5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R3t0	R3t0.5	R3t1	R3t2	R3t8	R3t16	R3t24	R3t30
ENSG00000254318	4.6290449089	4.5239673906	4.4192031269	4.2111871365	4.6349215466	4.6965139662	4.7695536686	4.8329945747	4.4065851196	4.3881930832	4.3725977551	4.3588165397	4.6290642123	4.7192024569	4.6788961875	4.6304825311
ENSG00000157557	10.1813050412	10.4863774383	10.7922949834	11.4100533301	11.5909520342	10.4971426968	9.9673987488	9.4900183071	10.690948019	10.7207880924	10.7506281657	10.8103083124	10.1771376804	9.8893131107	9.6236245558	9.4278296788
ENSG00000111224	3.9015343183	3.8461927145	3.7908493508	3.6801425142	3.7314162957	3.7940704764	3.9063371275	3.9956896926	3.9659104613	3.8940711802	3.8219199791	3.6764139139	4.2449380288	4.2222908305	4.161994747	4.1116546164
ENSG00000236116	3.7905845596	3.8226909247	3.8551074647	3.9193419799	4.3476906045	4.1268649207	3.9999334733	3.9045979746	3.5354059781	3.6309133834	3.7265344743	3.9151629841	4.005220229	3.9661300012	3.7444730143	3.5614157031
ENSG00000186148	4.4932779499	4.4697787409	4.4474512877	4.4089896277	5.0564354264	4.6069458026	4.6018245139	4.6473291669	4.1894853091	4.3726816604	4.5562001986	4.9279254412	4.8724812606	4.6688891408	4.5942053925	4.5484017899
ENSG00000136839	3.9434484973	3.9925347305	4.0415329335	4.1400167942	4.0405565275	4.1270337171	4.1466411682	4.1593408806	3.87152106	3.9012437497	3.9317230313	3.9978201335	4.2666566702	3.9597742704	4.0138937207	4.0909190715
ENSG00000257703	4.0818744436	4.1485482037	4.2152219637	4.3485694837	4.2254190148	4.1664369516	4.0788467949	4.0096158223	3.8353878989	3.8762178308	3.9180189154	4.0073651373	4.2670820757	4.4607827975	4.1743934868	4.02817891
ENSG00000196743	11.0918942156	10.9366596532	10.7813080427	10.469128852	9.1213543749	9.6792906903	10.3019989684	10.778418727	10.949958017	10.9029115754	10.8558651337	10.7617722504	9.4190885788	9.8188890353	10.3038829723	10.6773892742
ENSG00000135473	7.2129219295	7.2630847588	7.3128537647	7.4125688844	7.6927255989	7.6157408547	7.6391590447	7.6702611395	7.2286512865	7.0735766711	6.9178742425	6.6040333638	8.198074756	7.8240567179	7.6084189144	7.4553056064
ENSG00000168297	8.3459648417	8.326436152	8.3069979397	8.2691608681	9.5177213868	8.9345394492	8.6559192467	8.4440408311	7.6088153471	7.7722799097	7.9351953233	8.2590259337	8.7809750821	8.3579183205	8.1681550171	7.9879767508
ENSG00000186207	5.0145859071	4.7603970354	4.5057191429	3.9943526946	4.2226375876	4.3063670723	4.3324350677	4.3507474828	4.7636505387	4.8079891233	4.8503703545	4.9182720811	6.359582169	4.8274524322	4.5692875993	4.5067386211
ENSG00000180422	3.7301952317	3.7710805452	3.809917235	3.8787407536	3.7292537999	3.7436673366	3.9136161249	4.0477127071	4.0636591486	3.945377717	3.8273466192	3.5900339437	3.7657615592	3.7929784855	3.9726555867	4.10330926
ENSG00000248371	4.3699545232	4.0910375974	3.8104786567	3.2419994398	4.3409966776	4.1008212355	4.0880548626	4.0979895182	3.9970347741	3.9076925286	3.8180262904	3.638393751	3.8330231409	3.9196391646	3.8856201159	3.8570568244
ENSG00000198948	6.5790006408	6.5826388281	6.586342745	6.5940629394	7.0785876729	6.8197950413	6.825938281	6.8157902622	6.0890870498	6.1011336156	6.1132044219	6.1376234701	7.8255274133	7.4404247154	7.0434540158	6.7381197928
ENSG00000187690	4.8913556921	4.7539950842	4.6162611025	4.3408131597	3.8507924343	4.5653327444	4.4900173565	4.4816981457	4.8041536534	4.7497272642	4.6974041174	4.6034030093	5.3518318348	4.7646799056	4.2311602685	3.8367456623
ENSG00000166569	3.9020987438	3.9602506102	4.0178861442	4.1312426043	3.9795334822	3.8934325312	3.9232009911	3.9492294508	4.0107606227	4.0112817855	4.0123424643	4.018922437	4.2244616142	4.1619889538	4.0791293408	4.0152263835
ENSG00000173200	3.9221785284	3.9662693952	4.0101316807	4.0975847601	4.1031217121	3.8595512276	4.1489132728	4.2944703125	3.9139758279	3.9563597562	3.9999443028	4.0950110825	3.8369025185	3.8674804857	3.9037164662	3.9289300745
